HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N4.HOG0001985	OG0000758	n10									rna-XM_034430819.1				
N4.HOG0001986	OG0000759	n8									rna-XM_034416164.1				rna-XM_032236790.1
N4.HOG0001987	OG0000760	n0									rna-XM_034406323.1, rna-XM_034407761.1				rna-XM_032238558.1, rna-XM_032238553.1, rna-XM_032236622.1
N4.HOG0001988	OG0000761	n1									rna-XM_034438465.1				rna-XM_032229160.1
N4.HOG0001989	OG0000761	n2									rna-XM_034420720.1				rna-XM_032215720.1
N4.HOG0001990	OG0000762	n2									rna-XM_034405004.1				rna-XM_032219693.1
N4.HOG0001991	OG0000762	n17									rna-XM_034407975.1				
N4.HOG0001992	OG0000763	n9									rna-XM_034405480.1				
N4.HOG0001993	OG0000763	n10									rna-XM_034404500.1				rna-XM_032235002.1
N4.HOG0001994	OG0000764	n1									rna-XM_034414021.1				
N4.HOG0001995	OG0000764	n7									rna-XM_034426429.1				rna-XM_032230881.1, rna-XM_032230913.1
N4.HOG0001996	OG0000765	n3									rna-XM_034437509.1, rna-XM_034442553.1				
N4.HOG0001997	OG0000766	n0									rna-XM_034435890.1, rna-XM_034408288.1				
N4.HOG0001998	OG0000767	n1									rna-XM_034436667.1				rna-XM_032216389.1
N4.HOG0001999	OG0000767	n8									rna-XM_034434830.1				rna-XM_032223055.1
N4.HOG0002000	OG0000768	n6									rna-XM_034420219.1				rna-XM_032224044.1
N4.HOG0002001	OG0000768	n13									rna-XM_034420220.1				rna-XM_032212474.1
N4.HOG0002002	OG0000769	n7									rna-XM_034408455.1, rna-XM_034407000.1				
N4.HOG0002003	OG0000769	n11									rna-XM_034435850.1				rna-XM_032228706.1
N4.HOG0002004	OG0000770	n0									rna-XM_034425879.1				rna-XM_032238379.1
N4.HOG0002005	OG0000771	n0									rna-XM_034425877.1				rna-XM_032238602.1
N4.HOG0002006	OG0000772	n3									rna-XM_034431649.1				rna-XM_032210995.1
N4.HOG0002007	OG0000772	n4													rna-XM_032220128.1
N4.HOG0002008	OG0000773	n17									rna-XM_034405820.1				rna-XM_032230991.1
N4.HOG0002009	OG0000773	n18									rna-XM_034437887.1				rna-XM_032230989.1, rna-XM_032230990.1
N4.HOG0002010	OG0000774	n1									rna-XM_034404949.1, rna-XM_034423469.1				rna-XM_032235462.1
N4.HOG0002011	OG0000774	n10									rna-XM_034426761.1				
N4.HOG0002012	OG0000775	n6									rna-XM_034441330.1				rna-XM_032218551.1
N4.HOG0002013	OG0000776	n1									rna-XM_034422882.1				rna-XM_032236033.1
N4.HOG0002014	OG0000776	n8													rna-XM_032236036.1
N4.HOG0002015	OG0000776	n11									rna-XM_034422880.1				rna-XM_032236035.1
N4.HOG0002016	OG0000776	n17									rna-XM_034422878.1, rna-XM_034422879.1				rna-XM_032236034.1
N4.HOG0002017	OG0000777	n2									rna-XM_034431677.1				
N4.HOG0002018	OG0000777	n10									rna-XM_034431681.1				
N4.HOG0002019	OG0000778	n0									rna-XM_034419068.1				rna-XM_032215335.1
N4.HOG0002020	OG0000779	n0									rna-XM_034433011.1				rna-XM_032217940.1
N4.HOG0002021	OG0000780	n0									rna-XM_034408206.1, rna-XM_034406008.1, rna-XM_034435924.1				rna-XM_032219674.1
N4.HOG0002022	OG0000781	n2									rna-XM_034404083.1				
N4.HOG0002023	OG0000781	n3									rna-XM_034432906.1				rna-XM_032219530.1, rna-XM_032213620.1
N4.HOG0002024	OG0000782	n1									rna-XM_034404898.1				
N4.HOG0002025	OG0000782	n18									rna-XM_034406637.1				
N4.HOG0002026	OG0000784	n6									rna-XM_034405071.1, rna-XM_034407601.1				
N4.HOG0002027	OG0000784	n8									rna-XM_034409238.1				
N4.HOG0002028	OG0000784	n9									rna-XM_034409536.1				rna-XM_032238427.1
N4.HOG0002029	OG0000785	n5									rna-XM_034423016.1				rna-XM_032236177.1
N4.HOG0002030	OG0000785	n11									rna-XM_034423058.1				rna-XM_032235277.1
N4.HOG0002031	OG0000786	n0													rna-XM_032238474.1, rna-XM_032224855.1
N4.HOG0002032	OG0000787	n6													rna-XM_032222507.1
N4.HOG0002033	OG0000787	n15									rna-XM_034404856.1				rna-XM_032222513.1, rna-XM_032222523.1, rna-XM_032222511.1, rna-XM_032222517.1
N4.HOG0002034	OG0000788	n0									rna-XM_034413619.1				
N4.HOG0002035	OG0000789	n12									rna-XM_034408240.1				
N4.HOG0002036	OG0000790	n0									rna-XM_034435393.1				rna-XM_032231517.1, rna-XM_032234491.1, rna-XM_032239038.1, rna-XM_032220341.1, rna-XM_032229445.1, rna-XM_032234751.1, rna-XM_032209831.1
N4.HOG0002037	OG0000791	n0									rna-XM_034405082.1				
N4.HOG0002038	OG0000792	n3									rna-XM_034407586.1				
N4.HOG0002039	OG0000792	n9									rna-XM_034406146.1, rna-XM_034406261.1				
N4.HOG0002040	OG0000793	n1													rna-XM_032208358.1
N4.HOG0002041	OG0000793	n9									rna-XM_034412113.1				rna-XM_032211576.1
N4.HOG0002042	OG0000794	n0									rna-XM_034424513.1				rna-XM_032216155.1
N4.HOG0002043	OG0000795	n0									rna-XM_034416074.1				
N4.HOG0002044	OG0000796	n4									rna-XM_034406108.1				rna-XM_032218640.1
N4.HOG0002045	OG0000797	n0									rna-XM_034438884.1				rna-XM_032225744.1, rna-XM_032225748.1
N4.HOG0002046	OG0000798	n6									rna-XM_034407198.1				
N4.HOG0002047	OG0000798	n10									rna-XM_034437096.1				rna-XM_032217858.1
N4.HOG0002048	OG0000799	n2									rna-XM_034413464.1				rna-XM_032228256.1
N4.HOG0002049	OG0000799	n11									rna-XM_034413460.1				
N4.HOG0002050	OG0000800	n2									rna-XM_034420693.1				rna-XM_032226270.1
N4.HOG0002051	OG0000800	n13													rna-XM_032238386.1
N4.HOG0002052	OG0000801	n3									rna-XM_034426405.1				
N4.HOG0002053	OG0000801	n6									rna-XM_034408385.1, rna-XM_034407597.1, rna-XM_034426406.1, rna-XM_034405928.1, rna-XM_034405927.1, rna-XM_034406935.1, rna-XM_034406936.1				
N4.HOG0002054	OG0000802	n5									rna-XM_034410213.1				rna-XM_032212752.1, rna-XM_032212758.1
N4.HOG0002055	OG0000803	n4									rna-XM_034406666.1				
N4.HOG0002056	OG0000803	n6									rna-XM_034404603.1, rna-XM_034407334.1				rna-XM_032237869.1
N4.HOG0002057	OG0000804	n0									rna-XM_034436632.1				rna-XM_032221664.1
N4.HOG0002058	OG0000805	n1									rna-XM_034425788.1				rna-XM_032230524.1
N4.HOG0002059	OG0000805	n8									rna-XM_034425783.1				
N4.HOG0002060	OG0000806	n1													rna-XM_032234576.1
N4.HOG0002061	OG0000806	n4									rna-XM_034436613.1				rna-XM_032237887.1
N4.HOG0002062	OG0000807	n0									rna-XM_034429837.1				rna-XM_032222573.1
N4.HOG0002063	OG0000808	n0									rna-XM_034422995.1				rna-XM_032209049.1
N4.HOG0002064	OG0000809	n5									rna-XM_034440456.1				rna-XM_032223707.1
N4.HOG0002065	OG0000809	n11									rna-XM_034440529.1				
N4.HOG0002066	OG0000812	n0													rna-XM_032209834.1
N4.HOG0002067	OG0000814	n4									rna-XM_034407727.1				
N4.HOG0002068	OG0000814	n12									rna-XM_034416574.1				
N4.HOG0002069	OG0000819	n1									rna-XM_034420098.1				rna-XM_032222347.1
N4.HOG0002070	OG0000819	n8									rna-XM_034413927.1				rna-XM_032217850.1
N4.HOG0002071	OG0000820	n0									rna-XM_034429800.1, rna-XM_034403053.1, rna-XM_034437490.1				rna-XM_032223395.1, rna-XM_032218736.1, rna-XM_032218741.1
N4.HOG0002072	OG0000821	n14									rna-XM_034430903.1				rna-XM_032238321.1
N4.HOG0002073	OG0000822	n0									rna-XM_034434946.1				rna-XM_032228128.1
N4.HOG0002074	OG0000824	n0									rna-XM_034423746.1				rna-XM_032228056.1, rna-XM_032228297.1, rna-XM_032228053.1, rna-XM_032228055.1, rna-XM_032227702.1, rna-XM_032228052.1
N4.HOG0002075	OG0000825	n0									rna-XM_034428690.1				
N4.HOG0002076	OG0000826	n1									rna-XM_034404067.1				rna-XM_032235164.1
N4.HOG0002077	OG0000826	n7									rna-XM_034428853.1				rna-XM_032229781.1
N4.HOG0002078	OG0000827	n2									rna-XM_034421725.1				rna-XM_032223618.1
N4.HOG0002079	OG0000827	n16									rna-XM_034421726.1				rna-XM_032212250.1
N4.HOG0002080	OG0000828	n0									rna-XM_034413949.1				rna-XM_032218598.1
N4.HOG0002081	OG0000829	n1									rna-XM_034409776.1				rna-XM_032226752.1
N4.HOG0002082	OG0000829	n7									rna-XM_034438747.1				
N4.HOG0002083	OG0000830	n0									rna-XM_034406653.1				rna-XM_032232687.1, rna-XM_032233198.1
N4.HOG0002084	OG0000831	n1													rna-XM_032232889.1
N4.HOG0002085	OG0000831	n8									rna-XM_034437861.1				rna-XM_032238884.1
N4.HOG0002086	OG0000832	n1													rna-XM_032231079.1, rna-XM_032226881.1
N4.HOG0002087	OG0000832	n3									rna-XM_034415404.1				
N4.HOG0002088	OG0000832	n6									rna-XM_034434333.1, rna-XM_034408712.1, rna-XM_034437579.1				
N4.HOG0002089	OG0000833	n2									rna-XM_034406417.1				
N4.HOG0002090	OG0000833	n4									rna-XM_034406416.1				rna-XM_032213917.1
N4.HOG0002091	OG0000834	n2									rna-XM_034439808.1				rna-XM_032225204.1
N4.HOG0002092	OG0000834	n11									rna-XM_034439816.1				rna-XM_032225982.1
N4.HOG0002093	OG0000835	n3									rna-XM_034411236.1				rna-XM_032213829.1
N4.HOG0002094	OG0000835	n6									rna-XM_034411235.1				rna-XM_032213830.1
N4.HOG0002095	OG0000836	n1									rna-XM_034441148.1				rna-XM_032213534.1
N4.HOG0002096	OG0000836	n7									rna-XM_034424695.1				rna-XM_032233374.1
N4.HOG0002097	OG0000837	n5									rna-XM_034404320.1				rna-XM_032214330.1
N4.HOG0002098	OG0000837	n9									rna-XM_034404235.1				
N4.HOG0002099	OG0000837	n16									rna-XM_034405844.1				
N4.HOG0002100	OG0000838	n4									rna-XM_034406304.1				rna-XM_032216676.1
N4.HOG0002101	OG0000839	n1									rna-XM_034408286.1				rna-XM_032219822.1
N4.HOG0002102	OG0000839	n9									rna-XM_034405687.1				
N4.HOG0002103	OG0000840	n2									rna-XM_034435091.1				
N4.HOG0002104	OG0000840	n10									rna-XM_034407229.1				rna-XM_032231366.1
N4.HOG0002105	OG0000841	n0									rna-XM_034435899.1				
N4.HOG0002106	OG0000842	n1									rna-XM_034415473.1				rna-XM_032235188.1
N4.HOG0002107	OG0000842	n6									rna-XM_034424425.1				rna-XM_032215285.1
N4.HOG0002108	OG0000843	n0									rna-XM_034435815.1				rna-XM_032230100.1
N4.HOG0002109	OG0000844	n1									rna-XM_034436938.1				rna-XM_032208561.1
N4.HOG0002110	OG0000844	n7									rna-XM_034403238.1				rna-XM_032221653.1
N4.HOG0002111	OG0000845	n2									rna-XM_034408073.1				rna-XM_032225022.1
N4.HOG0002112	OG0000846	n0									rna-XM_034434565.1, rna-XM_034405018.1				rna-XM_032214863.1
N4.HOG0002113	OG0000847	n0									rna-XM_034418402.1				rna-XM_032233583.1, rna-XM_032233594.1, rna-XM_032233607.1
N4.HOG0002114	OG0000848	n1									rna-XM_034415733.1				rna-XM_032237629.1
N4.HOG0002115	OG0000848	n2									rna-XM_034404231.1				
N4.HOG0002116	OG0000849	n0									rna-XM_034408860.1				rna-XM_032221142.1
N4.HOG0002117	OG0000850	n3									rna-XM_034401862.1				rna-XM_032234973.1
N4.HOG0002118	OG0000850	n16									rna-XM_034401665.1				
N4.HOG0002119	OG0000851	n0									rna-XM_034435433.1				rna-XM_032233428.1
N4.HOG0002120	OG0000852	n0									rna-XM_034420001.1				rna-XM_032223411.1
N4.HOG0002121	OG0000853	n0									rna-XM_034404612.1, rna-XM_034407018.1				rna-XM_032216138.1
N4.HOG0002122	OG0000854	n0									rna-XM_034402589.1				
N4.HOG0002123	OG0000855	n0									rna-XM_034410895.1				rna-XM_032212942.1, rna-XM_032213122.1, rna-XM_032212941.1, rna-XM_032212940.1
N4.HOG0002124	OG0000856	n0									rna-XM_034405344.1				rna-XM_032213885.1, rna-XM_032213720.1, rna-XM_032213887.1, rna-XM_032214308.1, rna-XM_032214307.1, rna-XM_032213886.1, rna-XM_032213888.1
N4.HOG0002125	OG0000857	n3									rna-XM_034401662.1				rna-XM_032237559.1
N4.HOG0002126	OG0000857	n9									rna-XM_034415711.1				
N4.HOG0002127	OG0000857	n12													rna-XM_032235932.1
N4.HOG0002128	OG0000858	n1									rna-XM_034423771.1				
N4.HOG0002129	OG0000858	n8									rna-XM_034430546.1				rna-XM_032234836.1
N4.HOG0002130	OG0000859	n1													rna-XM_032213306.1
N4.HOG0002131	OG0000859	n7									rna-XM_034440060.1				rna-XM_032220312.1
N4.HOG0002132	OG0000860	n0									rna-XM_034434027.1				rna-XM_032219279.1
N4.HOG0002133	OG0000861	n4									rna-XM_034406244.1				
N4.HOG0002134	OG0000861	n15									rna-XM_034406237.1				
N4.HOG0002135	OG0000862	n14									rna-XM_034428616.1				
N4.HOG0002136	OG0000862	n15									rna-XM_034406937.1, rna-XM_034407207.1				
N4.HOG0002137	OG0000863	n3									rna-XM_034406177.1				
N4.HOG0002138	OG0000863	n6									rna-XM_034406643.1				
N4.HOG0002139	OG0000863	n8									rna-XM_034406186.1				
N4.HOG0002140	OG0000865	n0									rna-XM_034423994.1				rna-XM_032236787.1
N4.HOG0002141	OG0000866	n0									rna-XM_034426319.1				rna-XM_032238549.1, rna-XM_032233994.1
N4.HOG0002142	OG0000867	n1									rna-XM_034420413.1				rna-XM_032212199.1
N4.HOG0002143	OG0000867	n14									rna-XM_034420361.1				
N4.HOG0002144	OG0000867	n17									rna-XM_034420364.1				rna-XM_032212187.1
N4.HOG0002145	OG0000868	n6									rna-XM_034406763.1				
N4.HOG0002146	OG0000869	n0									rna-XM_034416674.1				rna-XM_032227726.1
N4.HOG0002147	OG0000870	n0									rna-XM_034433156.1				rna-XM_032226833.1
N4.HOG0002148	OG0000871	n1									rna-XM_034442463.1				
N4.HOG0002149	OG0000871	n5													rna-XM_032214568.1
N4.HOG0002150	OG0000872	n0									rna-XM_034419761.1, rna-XM_034419762.1				rna-XM_032236274.1
N4.HOG0002151	OG0000873	n0									rna-XM_034419818.1				rna-XM_032235616.1
N4.HOG0002152	OG0000874	n4									rna-XM_034436631.1				rna-XM_032221084.1, rna-XM_032221086.1
N4.HOG0002153	OG0000874	n15									rna-XM_034436624.1, rna-XM_034436655.1				rna-XM_032221083.1
N4.HOG0002154	OG0000875	n1									rna-XM_034406460.1, rna-XM_034405746.1, rna-XM_034407835.1				
N4.HOG0002155	OG0000875	n8									rna-XM_034406076.1				
N4.HOG0002156	OG0000876	n0									rna-XM_034406493.1, rna-XM_034405761.1, rna-XM_034406443.1, rna-XM_034404886.1				rna-XM_032234019.1
N4.HOG0002157	OG0000877	n2									rna-XM_034440784.1				rna-XM_032214658.1
N4.HOG0002158	OG0000877	n10									rna-XM_034440781.1				rna-XM_032214123.1
N4.HOG0002159	OG0000878	n0									rna-XM_034424511.1				rna-XM_032216157.1
N4.HOG0002160	OG0000879	n0									rna-XM_034416551.1, rna-XM_034416001.1, rna-XM_034416553.1, rna-XM_034416248.1				
N4.HOG0002161	OG0000880	n3									rna-XM_034442200.1, rna-XM_034442199.1				
N4.HOG0002162	OG0000880	n7													rna-XM_032224430.1, rna-XM_032224162.1
N4.HOG0002163	OG0000881	n0									rna-XM_034406109.1				rna-XM_032219087.1
N4.HOG0002164	OG0000882	n5									rna-XM_034405362.1, rna-XM_034404629.1, rna-XM_034404924.1				
N4.HOG0002165	OG0000882	n8									rna-XM_034408297.1, rna-XM_034405978.1				rna-XM_032238359.1
N4.HOG0002166	OG0000882	n10									rna-XM_034426032.1				
N4.HOG0002167	OG0000883	n0									rna-XM_034419253.1				rna-XM_032212335.1
N4.HOG0002168	OG0000884	n0									rna-XM_034442649.1				rna-XM_032220535.1
N4.HOG0002169	OG0000885	n0									rna-XM_034435235.1				rna-XM_032229438.1
N4.HOG0002170	OG0000886	n0									rna-XM_034401572.1				rna-XM_032231590.1
N4.HOG0002171	OG0000887	n1									rna-XM_034440301.1				rna-XM_032225838.1, rna-XM_032225883.1, rna-XM_032225857.1
N4.HOG0002172	OG0000887	n7													rna-XM_032225693.1
N4.HOG0002173	OG0000888	n1									rna-XM_034422687.1				rna-XM_032226706.1
N4.HOG0002174	OG0000888	n6									rna-XM_034410191.1				rna-XM_032213787.1
N4.HOG0002175	OG0000889	n0									rna-XM_034431376.1				rna-XM_032226226.1
N4.HOG0002176	OG0000890	n0									rna-XM_034410583.1				rna-XM_032219218.1
N4.HOG0002177	OG0000891	n2									rna-XM_034427217.1				
N4.HOG0002178	OG0000892	n0									rna-XM_034430340.1, rna-XM_034407778.1, rna-XM_034405779.1, rna-XM_034406350.1				rna-XM_032231684.1, rna-XM_032231687.1, rna-XM_032231688.1
N4.HOG0002179	OG0000893	n0									rna-XM_034423312.1, rna-XM_034416831.1				rna-XM_032237433.1
N4.HOG0002180	OG0000894	n0									rna-XM_034407581.1, rna-XM_034407582.1				rna-XM_032238555.1
N4.HOG0002181	OG0000895	n0									rna-XM_034428017.1				rna-XM_032216948.1
N4.HOG0002182	OG0000896	n2									rna-XM_034412695.1				rna-XM_032208405.1
N4.HOG0002183	OG0000896	n5													rna-XM_032210990.1
N4.HOG0002184	OG0000897	n10									rna-XM_034437900.1				
N4.HOG0002185	OG0000898	n1									rna-XM_034415066.1				rna-XM_032218157.1
N4.HOG0002186	OG0000898	n5									rna-XM_034406750.1				rna-XM_032212223.1
N4.HOG0002187	OG0000904	n0									rna-XM_034434978.1				
N4.HOG0002188	OG0000905	n15									rna-XM_034405664.1, rna-XM_034406043.1				
N4.HOG0002189	OG0000905	n17									rna-XM_034407263.1				
N4.HOG0002190	OG0000908	n0									rna-XM_034432509.1				rna-XM_032213028.1
N4.HOG0002191	OG0000909	n0									rna-XM_034419910.1				rna-XM_032232353.1
N4.HOG0002192	OG0000910	n0									rna-XM_034412991.1				rna-XM_032212057.1
N4.HOG0002193	OG0000911	n0									rna-XM_034437389.1				rna-XM_032218068.1
N4.HOG0002194	OG0000912	n0									rna-XM_034405824.1, rna-XM_034435858.1				
N4.HOG0002195	OG0000913	n0									rna-XM_034438781.1				
N4.HOG0002196	OG0000914	n0									rna-XM_034442591.1				
N4.HOG0002197	OG0000915	n3									rna-XM_034413041.1, rna-XM_034412565.1				rna-XM_032210726.1
N4.HOG0002198	OG0000916	n8									rna-XM_034405887.1				rna-XM_032219022.1
N4.HOG0002199	OG0000916	n10									rna-XM_034407384.1				
N4.HOG0002200	OG0000917	n7									rna-XM_034406375.1				
N4.HOG0002201	OG0000918	n2									rna-XM_034413324.1				rna-XM_032220159.1
N4.HOG0002202	OG0000918	n8									rna-XM_034413355.1				rna-XM_032220155.1
N4.HOG0002203	OG0000920	n8									rna-XM_034415381.1				rna-XM_032237806.1
N4.HOG0002204	OG0000921	n3									rna-XM_034420556.1				rna-XM_032231200.1
N4.HOG0002205	OG0000921	n12									rna-XM_034420701.1				
N4.HOG0002206	OG0000922	n0									rna-XM_034403267.1				rna-XM_032220607.1, rna-XM_032220609.1
N4.HOG0002207	OG0000923	n1													rna-XM_032217596.1
N4.HOG0002208	OG0000923	n4									rna-XM_034429736.1				rna-XM_032222672.1
N4.HOG0002209	OG0000924	n0									rna-XM_034406831.1				rna-XM_032214841.1
N4.HOG0002210	OG0000925	n1									rna-XM_034403908.1				rna-XM_032218145.1
N4.HOG0002211	OG0000925	n7									rna-XM_034406230.1				
N4.HOG0002212	OG0000926	n0									rna-XM_034413605.1				rna-XM_032227381.1
N4.HOG0002213	OG0000928	n0									rna-XM_034435855.1				rna-XM_032228989.1
N4.HOG0002214	OG0000929	n0									rna-XM_034425831.1				rna-XM_032238370.1
N4.HOG0002215	OG0000930	n0									rna-XM_034442509.1				rna-XM_032223672.1
N4.HOG0002216	OG0000931	n0									rna-XM_034428570.1				rna-XM_032215505.1
N4.HOG0002217	OG0000932	n0									rna-XM_034407949.1				rna-XM_032230993.1
N4.HOG0002218	OG0000933	n2									rna-XM_034401669.1				rna-XM_032234966.1
N4.HOG0002219	OG0000933	n5									rna-XM_034431610.1				rna-XM_032209516.1
N4.HOG0002220	OG0000934	n2									rna-XM_034437263.1				rna-XM_032217710.1
N4.HOG0002221	OG0000935	n3									rna-XM_034404884.1				rna-XM_032208468.1, rna-XM_032209836.1
N4.HOG0002222	OG0000935	n12									rna-XM_034424875.1				
N4.HOG0002223	OG0000936	n2									rna-XM_034422856.1				rna-XM_032236065.1
N4.HOG0002224	OG0000936	n10									rna-XM_034422855.1				rna-XM_032236066.1
N4.HOG0002225	OG0000936	n12													rna-XM_032236068.1
N4.HOG0002226	OG0000936	n13									rna-XM_034407048.1				rna-XM_032236067.1
N4.HOG0002227	OG0000937	n0									rna-XM_034418764.1				rna-XM_032215028.1
N4.HOG0002228	OG0000938	n7									rna-XM_034418715.1				
N4.HOG0002229	OG0000939	n0									rna-XM_034431232.1				rna-XM_032224314.1, rna-XM_032224315.1
N4.HOG0002230	OG0000940	n0									rna-XM_034423872.1				rna-XM_032219215.1
N4.HOG0002231	OG0000941	n0									rna-XM_034432423.1				rna-XM_032214475.1
N4.HOG0002232	OG0000942	n0									rna-XM_034426118.1				rna-XM_032228935.1, rna-XM_032228934.1, rna-XM_032228936.1
N4.HOG0002233	OG0000943	n0									rna-XM_034440484.1				rna-XM_032224346.1
N4.HOG0002234	OG0000944	n0									rna-XM_034416294.1				rna-XM_032237356.1
N4.HOG0002235	OG0000945	n0									rna-XM_034419486.1				rna-XM_032235782.1
N4.HOG0002236	OG0000946	n0									rna-XM_034432627.1				rna-XM_032222422.1
N4.HOG0002237	OG0000947	n0									rna-XM_034417073.1				rna-XM_032220672.1
N4.HOG0002238	OG0000948	n0									rna-XM_034411442.1, rna-XM_034406288.1, rna-XM_034406229.1				rna-XM_032224669.1
N4.HOG0002239	OG0000949	n0									rna-XM_034419939.1				rna-XM_032223308.1
N4.HOG0002240	OG0000950	n0									rna-XM_034408527.1				rna-XM_032209323.1
N4.HOG0002241	OG0000951	n1													rna-XM_032224321.1
N4.HOG0002242	OG0000951	n6									rna-XM_034425954.1				rna-XM_032231578.1
N4.HOG0002243	OG0000952	n0									rna-XM_034420088.1				rna-XM_032222333.1, rna-XM_032238400.1
N4.HOG0002244	OG0000953	n0									rna-XM_034404660.1, rna-XM_034407238.1, rna-XM_034404661.1, rna-XM_034404399.1				rna-XM_032238533.1
N4.HOG0002245	OG0000954	n0									rna-XM_034442783.1				rna-XM_032223703.1
N4.HOG0002246	OG0000955	n0									rna-XM_034429014.1				rna-XM_032234055.1
N4.HOG0002247	OG0000956	n3									rna-XM_034415994.1				
N4.HOG0002248	OG0000957	n0									rna-XM_034415998.1				rna-XM_032236964.1, rna-XM_032235909.1, rna-XM_032235913.1
