HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N2.HOG0003479	OG0002192	n2	rna-XM_039354407.1									rna-XM_015815183.1			
N2.HOG0003480	OG0002193	n0	rna-XM_039354415.1									rna-XM_029284274.1, rna-XM_029286374.1			
N2.HOG0003481	OG0002194	n8	rna-XM_039368482.1									rna-XM_015815080.1			
N2.HOG0003482	OG0002195	n0	rna-XM_039359677.1									rna-XM_015820879.1, rna-XM_015828049.1			
N2.HOG0003483	OG0002196	n0	rna-XM_039334559.1									rna-XM_015827814.2			
N2.HOG0003484	OG0002197	n0	rna-XM_039323480.1									rna-XM_029283442.1, rna-XM_015827969.1, rna-XM_015830863.1			
N2.HOG0003485	OG0002198	n0	rna-XM_039349559.1, rna-XM_039349977.1, rna-XM_039337255.1									rna-XM_015813303.1			
N2.HOG0003486	OG0002199	n0	rna-XM_039349569.1, rna-XM_039337282.1, rna-XM_039349987.1									rna-XM_015813279.2			
N2.HOG0003487	OG0002200	n0	rna-XM_039346513.1									rna-XM_015818538.1, rna-XM_015820949.1			
N2.HOG0003488	OG0002201	n0	rna-XM_039369088.1									rna-XM_015829940.1, rna-XM_015826532.1			
N2.HOG0003489	OG0002202	n0	rna-XM_039335799.1									rna-XM_015818810.1			
N2.HOG0003490	OG0002203	n0	rna-XM_039353450.1									rna-XM_015830907.1, rna-XM_015830823.1			
N2.HOG0003491	OG0002204	n0	rna-XM_039353479.1									rna-XM_015821713.1, rna-XM_015829383.1			
N2.HOG0003492	OG0002205	n0	rna-XM_039353699.1									rna-XM_029284734.1, rna-XM_015812095.1			
N2.HOG0003493	OG0002206	n0	rna-XM_039353705.1									rna-XM_015812085.1			
N2.HOG0003494	OG0002207	n0	rna-XM_039353727.1									rna-XM_015815881.1			
N2.HOG0003495	OG0002208	n0	rna-XM_039353808.1									rna-XM_015822941.1, rna-XM_015825404.1			
N2.HOG0003496	OG0002209	n0	rna-XM_039362749.1, rna-XM_039338170.1, rna-XM_039362735.1									rna-XM_015818234.1			
N2.HOG0003497	OG0002210	n1	rna-XM_039338232.1									rna-XM_015814213.1			
N2.HOG0003498	OG0002211	n0	rna-XM_039338162.1, rna-XM_039357416.1									rna-XM_029285303.1			
N2.HOG0003499	OG0002212	n0	rna-XM_039348367.1, rna-XM_039368401.1									rna-XM_015827613.1			
N2.HOG0003500	OG0002213	n0	rna-XM_039336501.1									rna-XM_015822347.1			
N2.HOG0003501	OG0002214	n0	rna-XM_039336641.1									rna-XM_015824117.1, rna-XM_015829614.1			
N2.HOG0003502	OG0002215	n0	rna-XM_039336981.1									rna-XM_015822798.1			
N2.HOG0003503	OG0002216	n0	rna-XM_039368838.1									rna-XM_015816409.1, rna-XM_015830180.1			
N2.HOG0003504	OG0002217	n0	rna-XM_039368839.1									rna-XM_015828632.1, rna-XM_015825895.1			
N2.HOG0003505	OG0002218	n0	rna-XM_039359887.1									rna-XM_015824831.1			
N2.HOG0003506	OG0002219	n0	rna-XM_039361651.1									rna-XM_029283498.1			
N2.HOG0003507	OG0002220	n0	rna-XM_039359826.1									rna-XM_015825186.1, rna-XM_015826904.2			
N2.HOG0003508	OG0002221	n0	rna-XM_039359856.1									rna-XM_015811715.1			
N2.HOG0003509	OG0002222	n0	rna-XM_039363810.1									rna-XM_015832470.2, rna-XM_015831068.1			
N2.HOG0003510	OG0002223	n0	rna-XM_039363834.1									rna-XM_015830028.1, rna-XM_015829557.1			
N2.HOG0003511	OG0002224	n0	rna-XM_039325196.1									rna-XM_015828896.1, rna-XM_015828895.1, rna-XM_015828607.1			
N2.HOG0003512	OG0002225	n0	rna-XM_039325204.1												
N2.HOG0003513	OG0002226	n0	rna-XM_039367913.1									rna-XM_029284477.1			
N2.HOG0003514	OG0002227	n0	rna-XM_039349128.1									rna-XM_015816474.1			
N2.HOG0003515	OG0002228	n3										rna-XM_015819316.1			
N2.HOG0003516	OG0002228	n8										rna-XM_015831241.1			
N2.HOG0003517	OG0002229	n0	rna-XM_039341044.1									rna-XM_015826020.1			
N2.HOG0003518	OG0002230	n0	rna-XM_039341203.1									rna-XM_029284956.1			
N2.HOG0003519	OG0002231	n0	rna-XM_039341277.1, rna-XM_039345915.1									rna-XM_015832145.2, rna-XM_015830044.1			
N2.HOG0003520	OG0002232	n0	rna-XM_039341371.1									rna-XM_015824033.1			
N2.HOG0003521	OG0002233	n1	rna-XM_039337466.1												
N2.HOG0003522	OG0002233	n3	rna-XM_039329531.1									rna-XM_015820299.1			
N2.HOG0003523	OG0002234	n0	rna-XM_039324615.1									rna-XM_029284268.1			
N2.HOG0003524	OG0002235	n0	rna-XM_039324670.1									rna-XM_015830250.1, rna-XM_029284266.1			
N2.HOG0003525	OG0002236	n2	rna-XM_039345637.1									rna-XM_029284460.1			
N2.HOG0003526	OG0002236	n4	rna-XM_039324638.1												
N2.HOG0003527	OG0002237	n0	rna-XM_039320888.1, rna-XM_039319701.1									rna-XM_015812142.1			
N2.HOG0003528	OG0002238	n0	rna-XM_039334910.1									rna-XM_029286834.1, rna-XM_015810513.1			
N2.HOG0003529	OG0002239	n0	rna-XM_039334953.1									rna-XM_029285409.1, rna-XM_029283131.1			
N2.HOG0003530	OG0002240	n0	rna-XM_039335020.1									rna-XM_029285722.1, rna-XM_015810948.2, rna-XM_029287092.1			
N2.HOG0003531	OG0002241	n5	rna-XM_039335029.1									rna-XM_015810953.1			
N2.HOG0003532	OG0002241	n7										rna-XM_015829146.1			
N2.HOG0003533	OG0002242	n0	rna-XM_039335053.1									rna-XM_015810943.1, rna-XM_015823660.1			
N2.HOG0003534	OG0002243	n0	rna-XM_039335155.1									rna-XM_015810227.1			
N2.HOG0003535	OG0002244	n0	rna-XM_039335223.1									rna-XM_029283031.1			
N2.HOG0003536	OG0002245	n0	rna-XM_039335248.1									rna-XM_015825616.1, rna-XM_015810270.1			
N2.HOG0003537	OG0002246	n0	rna-XM_039335271.1									rna-XM_015827887.1, rna-XM_015810346.1			
N2.HOG0003538	OG0002247	n0	rna-XM_039335294.1									rna-XM_029286786.1, rna-XM_015829406.1, rna-XM_015810290.1			
N2.HOG0003539	OG0002248	n0	rna-XM_039335298.1									rna-XM_015826372.1, rna-XM_015810291.1			
N2.HOG0003540	OG0002249	n0	rna-XM_039345707.1									rna-XM_015825841.2			
N2.HOG0003541	OG0002250	n0	rna-XM_039345688.1									rna-XM_015825839.1			
N2.HOG0003542	OG0002251	n0	rna-XM_039345718.1									rna-XM_015825840.1			
N2.HOG0003543	OG0002252	n0	rna-XM_039345737.1									rna-XM_015829381.1			
N2.HOG0003544	OG0002253	n0	rna-XM_039345740.1									rna-XM_015829456.1			
N2.HOG0003545	OG0002254	n0	rna-XM_039361070.1, rna-XM_039360138.1									rna-XM_015824237.1			
N2.HOG0003546	OG0002255	n0	rna-XM_039352896.1, rna-XM_039368441.1									rna-XM_029283858.1			
N2.HOG0003547	OG0002256	n0	rna-XM_039341582.1									rna-XM_015819286.1, rna-XM_015825770.1			
N2.HOG0003548	OG0002257	n0	rna-XM_039342185.1									rna-XM_015821337.1			
N2.HOG0003549	OG0002258	n0	rna-XM_039332221.1, rna-XM_039342250.1									rna-XM_015816800.1			
N2.HOG0003550	OG0002259	n0	rna-XM_039355712.1									rna-XM_029286606.1			
N2.HOG0003551	OG0002260	n0	rna-XM_039322126.1									rna-XM_015826765.1			
N2.HOG0003552	OG0002261	n0	rna-XM_039362877.1									rna-XM_015829915.1, rna-XM_015821179.1			
N2.HOG0003553	OG0002262	n0	rna-XM_039331083.1									rna-XM_015830892.1, rna-XM_029284963.1, rna-XM_015830638.1			
N2.HOG0003554	OG0002263	n0	rna-XM_039322865.1									rna-XM_015815688.2, rna-XM_015830065.1			
N2.HOG0003555	OG0002264	n0	rna-XM_039358061.1									rna-XM_015813799.1			
N2.HOG0003556	OG0002265	n0	rna-XM_039368719.1									rna-XM_029286354.1			
N2.HOG0003557	OG0002266	n0	rna-XM_039368723.1									rna-XM_015826976.1, rna-XM_015829565.1			
N2.HOG0003558	OG0002267	n0	rna-XM_039368712.1									rna-XM_029285550.1, rna-XM_029286621.1			
N2.HOG0003559	OG0002268	n0	rna-XM_039339654.1									rna-XM_015816468.1			
N2.HOG0003560	OG0002269	n0	rna-XM_039339657.1, rna-XM_039349288.1									rna-XM_015816459.1			
N2.HOG0003561	OG0002270	n0	rna-XM_039328126.1									rna-XM_015819096.1, rna-XM_015819184.1			
N2.HOG0003562	OG0002271	n1	rna-XM_039328038.1									rna-XM_015819697.1			
N2.HOG0003563	OG0002272	n0	rna-XM_039327988.1									rna-XM_015830288.1, rna-XM_015830289.1, rna-XM_029284671.1			
N2.HOG0003564	OG0002273	n0	rna-XM_039328088.1									rna-XM_029285176.1			
N2.HOG0003565	OG0002274	n2	rna-XM_039369959.1									rna-XM_029284370.1			
N2.HOG0003566	OG0002274	n7	rna-XM_039369964.1									rna-XM_029284369.1			
N2.HOG0003567	OG0002275	n0	rna-XM_039369967.1, rna-XM_039318455.1, rna-XM_039369993.1, rna-XM_039318446.1									rna-XM_015817083.2, rna-XM_029284361.1			
N2.HOG0003568	OG0002276	n0	rna-XM_039364910.1									rna-XM_015829322.1, rna-XM_015829539.1, rna-XM_015829076.1			
N2.HOG0003569	OG0002277	n1	id-LOC120300400, id-LOC120303629, id-LOC120303632									id-LOC107301419, id-LOC107299639			
N2.HOG0003570	OG0002277	n9	rna-XM_039333335.1												
N2.HOG0003571	OG0002278	n6	rna-XM_039328476.1									rna-XM_015811642.2			
N2.HOG0003572	OG0002279	n0	rna-XM_039329763.1									rna-XM_015828820.1, rna-XM_015831684.1			
N2.HOG0003573	OG0002280	n0	rna-XM_039318805.1									rna-XM_015830016.1, rna-XM_015828486.1			
N2.HOG0003574	OG0002281	n3	rna-XM_039355192.1									rna-XM_015813100.1			
N2.HOG0003575	OG0002282	n0	rna-XM_039330230.1									rna-XM_015828144.1			
N2.HOG0003576	OG0002283	n0	rna-XM_039330384.1									rna-XM_015818329.1, rna-XM_029284908.1, rna-XM_029283063.1			
N2.HOG0003577	OG0002284	n0	rna-XM_039330360.1									rna-XM_029283067.1			
N2.HOG0003578	OG0002285	n0	rna-XM_039330313.1									rna-XM_015828594.1, rna-XM_015830248.1, rna-XM_015829809.1			
N2.HOG0003579	OG0002286	n0	rna-XM_039330393.1									rna-XM_015829327.2, rna-XM_029286762.1, rna-XM_029286395.1, rna-XM_029286869.1			
N2.HOG0003580	OG0002287	n0	rna-XM_039323424.1									rna-XM_015815520.1, rna-XM_015830947.1			
N2.HOG0003581	OG0002288	n0	rna-XM_039323164.1									rna-XM_015815525.1			
N2.HOG0003582	OG0002289	n0	rna-XM_039323125.1									rna-XM_015815518.1			
N2.HOG0003583	OG0002290	n0	rna-XM_039323116.1									rna-XM_015815516.1			
N2.HOG0003584	OG0002291	n0	rna-XM_039323358.1									rna-XM_015815524.1			
N2.HOG0003585	OG0002292	n0	rna-XM_039323299.1									rna-XM_015815515.2			
N2.HOG0003586	OG0002293	n0	rna-XM_039323305.1									rna-XM_015815512.1			
N2.HOG0003587	OG0002294	n0	rna-XM_039323205.1												
N2.HOG0003588	OG0002295	n0	rna-XM_039323169.1									rna-XM_015812595.1			
N2.HOG0003589	OG0002296	n0	rna-XM_039323412.1									rna-XM_015812596.1			
N2.HOG0003590	OG0002297	n0	rna-XM_039323175.1									rna-XM_015812597.2			
N2.HOG0003591	OG0002298	n0	rna-XM_039323350.1									rna-XM_015812605.1			
N2.HOG0003592	OG0002299	n0	rna-XM_039323346.1									rna-XM_015812598.1			
N2.HOG0003593	OG0002300	n0	rna-XM_039323276.1									rna-XM_029283461.1			
N2.HOG0003594	OG0002301	n0	rna-XM_039323306.1									rna-XM_015812600.1			
N2.HOG0003595	OG0002302	n0	rna-XM_039323266.1									rna-XM_015812594.1			
N2.HOG0003596	OG0002303	n0	rna-XM_039323262.1									rna-XM_015812604.1			
N2.HOG0003597	OG0002304	n0	rna-XM_039323267.1									rna-XM_015821951.1			
N2.HOG0003598	OG0002305	n0	rna-XM_039323283.1									rna-XM_015821949.1			
N2.HOG0003599	OG0002306	n0	rna-XM_039323279.1									rna-XM_015821946.2			
N2.HOG0003600	OG0002307	n0	rna-XM_039323390.1									rna-XM_029285228.1			
N2.HOG0003601	OG0002308	n0	rna-XM_039323387.1									rna-XM_015821948.1			
N2.HOG0003602	OG0002309	n0	rna-XM_039323383.1									rna-XM_015821942.1			
N2.HOG0003603	OG0002310	n0	rna-XM_039323428.1									rna-XM_015817727.1			
N2.HOG0003604	OG0002311	n0	rna-XM_039323307.1									rna-XM_015817729.1			
N2.HOG0003605	OG0002312	n0	rna-XM_039323271.1									rna-XM_015817730.1			
N2.HOG0003606	OG0002313	n0	rna-XM_039323268.1									rna-XM_015817738.1			
N2.HOG0003607	OG0002314	n0	rna-XM_039323190.1									rna-XM_015817734.2			
N2.HOG0003608	OG0002315	n0	rna-XM_039323193.1									rna-XM_029284468.1			
N2.HOG0003609	OG0002316	n0	rna-XM_039323194.1									rna-XM_029284469.1			
N2.HOG0003610	OG0002317	n0	rna-XM_039323334.1									rna-XM_015817735.1			
N2.HOG0003611	OG0002318	n0	rna-XM_039323330.1									rna-XM_029284470.1			
N2.HOG0003612	OG0002319	n0	rna-XM_039323333.1									rna-XM_015827061.2			
N2.HOG0003613	OG0002320	n0	rna-XM_039323237.1									rna-XM_029287250.1			
N2.HOG0003614	OG0002321	n0	rna-XM_039323247.1									rna-XM_029287249.1			
N2.HOG0003615	OG0002322	n0	rna-XM_039323149.1									rna-XM_029287243.1			
N2.HOG0003616	OG0002323	n0	rna-XM_039323324.1									rna-XM_015831652.1			
N2.HOG0003617	OG0002324	n0	rna-XM_039323343.1									rna-XM_015815788.1			
N2.HOG0003618	OG0002325	n0	rna-XM_039323142.1									rna-XM_015821723.1			
N2.HOG0003619	OG0002326	n0	rna-XM_039323143.1									rna-XM_015821722.1			
N2.HOG0003620	OG0002327	n0	rna-XM_039323182.1									rna-XM_015811374.1			
N2.HOG0003621	OG0002328	n0	rna-XM_039323327.1									rna-XM_029283212.1			
N2.HOG0003622	OG0002329	n0	rna-XM_039323409.1									rna-XM_015811366.1			
N2.HOG0003623	OG0002330	n0	rna-XM_039323370.1									rna-XM_029283210.1			
N2.HOG0003624	OG0002331	n0	rna-XM_039362194.1, rna-XM_039321774.1									rna-XM_015831556.1, rna-XM_015830596.1			
N2.HOG0003625	OG0002332	n0	rna-XM_039369554.1									rna-XM_015823658.1			
N2.HOG0003626	OG0002333	n0	rna-XM_039369534.1												
N2.HOG0003627	OG0002334	n0	rna-XM_039369544.1									rna-XM_015829838.1, rna-XM_029286757.1			
N2.HOG0003628	OG0002335	n0	rna-XM_039369522.1									rna-XM_015824644.1, rna-XM_015828727.1			
N2.HOG0003629	OG0002336	n0	rna-XM_039369525.1									rna-XM_015826333.1, rna-XM_015830304.1, rna-XM_015830230.1			
N2.HOG0003630	OG0002337	n0	rna-XM_039320595.1									rna-XM_015816734.1, rna-XM_015826630.1, rna-XM_015830520.1			
N2.HOG0003631	OG0002338	n0	rna-XM_039318751.1									rna-XM_015822529.1			
N2.HOG0003632	OG0002339	n0	rna-XM_039349023.1, rna-XM_039336995.1									rna-XM_015832025.1			
N2.HOG0003633	OG0002340	n0	rna-XM_039323063.1									rna-XM_015831184.1, rna-XM_029286744.1			
N2.HOG0003634	OG0002341	n0	rna-XM_039322979.1									rna-XM_015826835.1			
N2.HOG0003635	OG0002342	n0	rna-XM_039322931.1									rna-XM_015826133.1			
N2.HOG0003636	OG0002343	n0	rna-XM_039323009.1									rna-XM_015826136.1			
N2.HOG0003637	OG0002344	n0	rna-XM_039332850.1									rna-XM_015828877.1, rna-XM_015827312.1			
N2.HOG0003638	OG0002345	n0	rna-XM_039363269.1									rna-XM_015822823.2			
N2.HOG0003639	OG0002346	n0	rna-XM_039363427.1									rna-XM_015828423.1			
N2.HOG0003640	OG0002347	n0	rna-XM_039363432.1									rna-XM_029286670.1			
N2.HOG0003641	OG0002348	n0	rna-XM_039363516.1									rna-XM_029286776.1			
N2.HOG0003642	OG0002349	n1	rna-XM_039363110.1												
N2.HOG0003643	OG0002349	n5										rna-XM_015821498.1			
N2.HOG0003644	OG0002350	n0	rna-XM_039363304.1									rna-XM_015829583.1, rna-XM_015821500.1			
N2.HOG0003645	OG0002351	n0	rna-XM_039363306.1									rna-XM_015821486.1			
N2.HOG0003646	OG0002352	n0	rna-XM_039363657.1									rna-XM_015821509.2			
N2.HOG0003647	OG0002353	n0	rna-XM_039363655.1									rna-XM_029285148.1			
N2.HOG0003648	OG0002354	n0	rna-XM_039363659.1									rna-XM_015821510.1			
N2.HOG0003649	OG0002355	n0	rna-XM_039363336.1									rna-XM_015828778.2, rna-XM_015831230.1			
N2.HOG0003650	OG0002356	n0	rna-XM_039363215.1									rna-XM_015828716.1			
N2.HOG0003651	OG0002357	n0	rna-XM_039363208.1									rna-XM_015828718.1			
N2.HOG0003652	OG0002358	n0	rna-XM_039363167.1									rna-XM_015828717.1			
N2.HOG0003653	OG0002359	n0	rna-XM_039363166.1									rna-XM_015828719.1			
N2.HOG0003654	OG0002360	n0	rna-XM_039363318.1									rna-XM_015826059.1, rna-XM_015830663.1			
N2.HOG0003655	OG0002361	n1	rna-XM_039363446.1									rna-XM_029286121.1			
N2.HOG0003656	OG0002362	n0	rna-XM_039363295.1									rna-XM_015826049.1			
N2.HOG0003657	OG0002363	n0	rna-XM_039363611.1									rna-XM_029283614.1			
N2.HOG0003658	OG0002364	n0	rna-XM_039363556.1									rna-XM_015813336.1			
N2.HOG0003659	OG0002365	n0	rna-XM_039363502.1, rna-XM_039363313.1									rna-XM_015813400.1			
N2.HOG0003660	OG0002366	n0	rna-XM_039363218.1									rna-XM_015822028.1			
N2.HOG0003661	OG0002367	n0	rna-XM_039353951.1									rna-XM_015813992.1			
N2.HOG0003662	OG0002368	n0	rna-XM_039353953.1									rna-XM_029283742.1			
N2.HOG0003663	OG0002369	n3	rna-XM_039320849.1									rna-XM_015825967.1			
N2.HOG0003664	OG0002370	n0	rna-XM_039347867.1									rna-XM_015826310.1			
N2.HOG0003665	OG0002371	n0	rna-XM_039365548.1									rna-XM_015830615.1, rna-XM_015829549.2			
N2.HOG0003666	OG0002372	n0	rna-XM_039350996.1									rna-XM_015829220.1, rna-XM_029286788.1			
N2.HOG0003667	OG0002373	n0	rna-XM_039333152.1									rna-XM_015823743.1, rna-XM_015823742.1, rna-XM_015810449.1			
N2.HOG0003668	OG0002374	n5	rna-XM_039352019.1									rna-XM_015813257.1			
N2.HOG0003669	OG0002374	n6	rna-XM_039333241.1									rna-XM_015810445.1			
N2.HOG0003670	OG0002375	n5										rna-XM_015824060.1			
N2.HOG0003671	OG0002375	n6	rna-XM_039333149.1									rna-XM_015810479.1			
N2.HOG0003672	OG0002376	n0	rna-XM_039333110.1									rna-XM_015820289.1, rna-XM_029283049.1, rna-XM_015827938.1			
N2.HOG0003673	OG0002377	n0	rna-XM_039352766.1									rna-XM_015830348.1, rna-XM_015815816.1			
N2.HOG0003674	OG0002378	n0	rna-XM_039343229.1, rna-XM_039348767.1									rna-XM_015820474.2			
N2.HOG0003675	OG0002379	n0	rna-XM_039348769.1									rna-XM_029284950.1			
N2.HOG0003676	OG0002380	n0	rna-XM_039348778.1									rna-XM_015820476.1			
N2.HOG0003677	OG0002381	n0	rna-XM_039342538.1									rna-XM_015816760.1			
N2.HOG0003678	OG0002382	n0	rna-XM_039354698.1									rna-XM_015820687.1			
N2.HOG0003679	OG0002383	n0	rna-XM_039354770.1									rna-XM_015832464.1			
N2.HOG0003680	OG0002384	n0	rna-XM_039354946.1									rna-XM_015811177.1, rna-XM_015832437.2			
N2.HOG0003681	OG0002385	n1										rna-XM_015823130.1			
N2.HOG0003682	OG0002385	n3	rna-XM_039331416.1									rna-XM_015811563.1			
N2.HOG0003683	OG0002386	n7	rna-XM_039350975.1									rna-XM_015814652.1			
N2.HOG0003684	OG0002387	n0	rna-XM_039351001.1									rna-XM_015829603.1, rna-XM_015829187.1			
N2.HOG0003685	OG0002388	n0	rna-XM_039365491.1									rna-XM_029287336.1			
N2.HOG0003686	OG0002389	n0	rna-XM_039318827.1									rna-XM_029284614.1			
N2.HOG0003687	OG0002390	n0	rna-XM_039325160.1									rna-XM_029283865.1			
N2.HOG0003688	OG0002391	n0	rna-XM_039355617.1									rna-XM_015826776.1, rna-XM_015831004.1, rna-XM_015827981.1			
N2.HOG0003689	OG0002392	n0	rna-XM_039355621.1									rna-XM_015826778.1			
N2.HOG0003690	OG0002393	n0	rna-XM_039355626.1									rna-XM_015826780.1			
N2.HOG0003691	OG0002394	n0	rna-XM_039331992.1									rna-XM_015822678.1, rna-XM_015822679.1			
N2.HOG0003692	OG0002395	n0	rna-XM_039363878.1									rna-XM_015831054.2, rna-XM_015831828.1, rna-XM_029287165.1			
N2.HOG0003693	OG0002396	n0	rna-XM_039318910.1									rna-XM_015830911.1, rna-XM_015829506.1			
N2.HOG0003694	OG0002397	n0	rna-XM_039318901.1									rna-XM_015828860.1			
N2.HOG0003695	OG0002398	n0	rna-XM_039318883.1									rna-XM_015823838.2			
N2.HOG0003696	OG0002399	n0	rna-XM_039348008.1									rna-XM_015827744.1, rna-XM_015822270.1			
N2.HOG0003697	OG0002400	n0	rna-XM_039350358.1									rna-XM_029284091.1, rna-XM_029284094.1			
N2.HOG0003698	OG0002401	n0	rna-XM_039350395.1, rna-XM_039350393.1, rna-XM_039350394.1									rna-XM_015827435.1			
N2.HOG0003699	OG0002402	n2										rna-XM_015825298.2, rna-XM_015820527.2			
N2.HOG0003700	OG0002402	n4	rna-XM_039363003.1									rna-XM_015820297.1			
N2.HOG0003701	OG0002403	n2	rna-XM_039347816.1									rna-XM_015819580.1			
N2.HOG0003702	OG0002404	n6	rna-XM_039324610.1									rna-XM_015810759.1			
N2.HOG0003703	OG0002405	n0	rna-XM_039359548.1									rna-XM_015824536.1, rna-XM_015829317.2			
N2.HOG0003704	OG0002406	n0	rna-XM_039359540.1									rna-XM_015830657.2			
N2.HOG0003705	OG0002407	n0	rna-XM_039340185.1									rna-XM_015825500.1			
N2.HOG0003706	OG0002408	n0	rna-XM_039333889.1									rna-XM_015828382.1, rna-XM_015827347.1			
N2.HOG0003707	OG0002409	n0	rna-XM_039333806.1									rna-XM_029286428.1			
N2.HOG0003708	OG0002410	n0	rna-XM_039333860.1									rna-XM_015831254.2, rna-XM_015825199.1			
N2.HOG0003709	OG0002411	n0	rna-XM_039333943.1									rna-XM_029285165.1			
N2.HOG0003710	OG0002412	n0	rna-XM_039333941.1									rna-XM_029285158.1			
N2.HOG0003711	OG0002413	n2	rna-XM_039357099.1									rna-XM_015825749.1			
N2.HOG0003712	OG0002414	n0	rna-XM_039366844.1									rna-XM_029284244.1			
N2.HOG0003713	OG0002415	n0	rna-XM_039366872.1									rna-XM_015816527.1			
N2.HOG0003714	OG0002416	n0	rna-XM_039340945.1									rna-XM_029283119.1			
N2.HOG0003715	OG0002417	n0	rna-XM_039359426.1									rna-XM_015826369.1, rna-XM_015830723.1, rna-XM_015827130.1			
N2.HOG0003716	OG0002418	n0	rna-XM_039330572.1									rna-XM_015817145.1			
N2.HOG0003717	OG0002419	n0	rna-XM_039366823.1									rna-XM_015829174.2			
N2.HOG0003718	OG0002420	n0	rna-XM_039366843.1									rna-XM_015829440.1, rna-XM_029286685.1, rna-XM_029286684.1			
N2.HOG0003719	OG0002421	n0	rna-XM_039356201.1									rna-XM_015829626.1, rna-XM_015819068.1			
N2.HOG0003720	OG0002422	n0	rna-XM_039344816.1									rna-XM_015820229.2			
N2.HOG0003721	OG0002423	n0	rna-XM_039348320.1									rna-XM_029284761.1			
N2.HOG0003722	OG0002424	n0	rna-XM_039358031.1									rna-XM_029282971.1			
N2.HOG0003723	OG0002425	n0	rna-XM_039332939.1									rna-XM_015827159.2			
N2.HOG0003724	OG0002426	n0	rna-XM_039337452.1									rna-XM_029283739.1			
N2.HOG0003725	OG0002427	n0	rna-XM_039327733.1, rna-XM_039366933.1									rna-XM_029285170.1, rna-XM_015820330.2			
N2.HOG0003726	OG0002428	n0	rna-XM_039357361.1									rna-XM_015826392.1			
N2.HOG0003727	OG0002429	n0	rna-XM_039369003.1									rna-XM_015826307.2			
N2.HOG0003728	OG0002430	n0	rna-XM_039338221.1									rna-XM_015817426.1, rna-XM_015814936.1			
N2.HOG0003729	OG0002431	n0	rna-XM_039345896.1									rna-XM_015812993.2			
