accession,GO
Q9UJ72,GO:0005509; GO:0005544
P17785,GO:0005604; GO:0034704; GO:0062023; GO:0005615; GO:0005634; GO:0005886; GO:0032991; GO:0031982; GO:0005262; GO:0005509; GO:0005544; GO:0008092; GO:0005546; GO:0001786; GO:0019834; GO:0002020; GO:0046790; GO:0099511; GO:0030282; GO:0055074; GO:0060956; GO:0003417; GO:0051928; GO:0032332; GO:0010755; GO:0036366; GO:0032907
P17153,GO:0034704; GO:0031982; GO:0005262; GO:0005509; GO:0005544; GO:0055074; GO:0050819
P51901,GO:0034704; GO:0005925; GO:0042470; GO:0005739; GO:0031982; GO:0051015; GO:0005262; GO:0005509; GO:0005544; GO:0015485; GO:0035374; GO:0005525; GO:0015276; GO:0001786; GO:0097190; GO:0055074; GO:0003418; GO:0051560; GO:0051283; GO:0001755; GO:0001778; GO:0006937
Q01433,GO:0005829; GO:0003876; GO:0042802; GO:0046872; GO:0046033; GO:0052652; GO:0097009; GO:0006188; GO:0032264
Q01432,GO:0005829; GO:0005576; GO:1904813; GO:0034774; GO:0003876; GO:0046872; GO:0006196; GO:0046033; GO:0006188; GO:0032264
A5HUI5,GO:0016021; GO:0005886; GO:0070006; GO:0008270; GO:0006508
O08838,GO:0070161; GO:0043679; GO:0005856; GO:0098850; GO:0098978; GO:0031256; GO:0098684; GO:0005886; GO:0098793; GO:0098833; GO:0008021; GO:0043195; GO:0005543; GO:0008022; GO:0044877; GO:0007612; GO:0045807; GO:0043547; GO:0048488
O57579,GO:0005737; GO:0016021; GO:0005886; GO:0070006; GO:0042277; GO:0008270; GO:0043171; GO:0006508; GO:0008217; GO:0007165
Q9C0C7,GO:0005776; GO:0005930; GO:0080008; GO:0005737; GO:0005856; GO:0005829; GO:0005783; GO:0005925; GO:0043231; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0045335; GO:0051020; GO:0019903; GO:1990756; GO:0031625; GO:0000045; GO:0006914; GO:0000422; GO:0007049; GO:0030154; GO:0009267; GO:0000423; GO:0010667; GO:0008285; GO:0043524; GO:0021915; GO:0010508; GO:1904544; GO:1901526; GO:0043552; GO:0035307; GO:0045591; GO:0000209; GO:2000045; GO:0006357; GO:0098780
P83053,GO:0005615; GO:0004556; GO:0046872; GO:0005975
Q86YJ7,GO:0005737; GO:0005769; GO:0043231; GO:0005770; GO:0048471; GO:0005886; GO:0140036; GO:0002091
Q8N6S4,GO:0005737; GO:0005783; GO:0005789; GO:0048471; GO:0005102; GO:0006621; GO:2000209; GO:0010469
P49911,GO:0005737; GO:0005829; GO:0005783; GO:0016363; GO:0005634; GO:0048471; GO:0050839; GO:0042393; GO:0005178; GO:0008022; GO:0035067; GO:0010977; GO:0006913; GO:0042981
Q810B6,GO:0005829; GO:0005769; GO:0005768; GO:0010008; GO:0043231; GO:0044354; GO:0016020; GO:0030904; GO:0046872; GO:1901981; GO:0031267; GO:0006897; GO:0016197; GO:0034058; GO:0090160; GO:0048549; GO:0042147
Q5ZMW3,GO:0005737; GO:0005634; GO:0017134; GO:0003723; GO:0006915; GO:0043066
Q9BZZ5,GO:0005737; GO:0016020; GO:0016607; GO:0005634; GO:0005681; GO:0017134; GO:0003723; GO:0044346; GO:0043066; GO:2000270
Q5R644,GO:0005737; GO:0005634; GO:0017134; GO:0006915; GO:0043066
P15943,GO:0016021; GO:0005634; GO:0008201; GO:0042802; GO:0004867; GO:0046914; GO:0007409; GO:0006878; GO:0007417; GO:0008203; GO:0030198; GO:0030900; GO:0007626; GO:0007617; GO:0030901; GO:0050885; GO:0032268; GO:0007176; GO:0043393; GO:0001967
Q6PQZ1,GO:0045177; GO:0016324; GO:0009925; GO:0016323; GO:0005903; GO:0031526; GO:0005737; GO:0016021; GO:0031965; GO:0005634; GO:0005886; GO:0042383; GO:0008519; GO:0035379; GO:0015168; GO:0005223; GO:0030184; GO:0005267; GO:0022857; GO:0015250; GO:0005372; GO:0072488; GO:0035378; GO:0015670; GO:0006884; GO:0019725; GO:0071474; GO:0071320; GO:0071280; GO:0071549; GO:0070301; GO:0071456; GO:0071241; GO:0071260; GO:0071288; GO:0071300; GO:0071472; GO:0034644; GO:0009992; GO:0019934; GO:0030950; GO:0015793; GO:0021670; GO:0043066; GO:0030185; GO:0045766; GO:0048146; GO:0046878; GO:0003097; GO:0035377; GO:0006833
Q08DE6,GO:0016323; GO:0005911; GO:0005737; GO:0016021; GO:0005654; GO:0005886; GO:0015254; GO:0042802; GO:0015166; GO:0015204; GO:0015250; GO:0071456; GO:0090650; GO:0051649; GO:0015793; GO:0042476; GO:0015791; GO:0002684; GO:0070295; GO:0032526; GO:0006833
Q8R2N1,GO:0016323; GO:0005911; GO:0005737; GO:0005887; GO:0005654; GO:0005886; GO:0015254; GO:0042802; GO:0015166; GO:0015204; GO:0015250; GO:0071456; GO:0090650; GO:0051649; GO:0015793; GO:0042476; GO:0015791; GO:0002684; GO:0070295; GO:0032526; GO:0015840; GO:0006833
A9Y006,GO:0016323; GO:0016021; GO:0005886; GO:0015254; GO:0015166; GO:0015204; GO:0015250; GO:0015793; GO:0015791; GO:0006833
O77750,GO:0097450; GO:0016323; GO:0010008; GO:0009897; GO:0005576; GO:0005887; GO:0042383; GO:0015250; GO:0071346; GO:0009992; GO:0090660; GO:0050891; GO:0051289; GO:0030104; GO:0006833
O60306,GO:0071013; GO:0016020; GO:0005654; GO:0005634; GO:0071007; GO:0034458; GO:0005524; GO:0016887; GO:0003729; GO:0003723; GO:0003727; GO:0000398
Q7ZXD5,GO:0005885; GO:0005737; GO:0005634; GO:0003779; GO:0034314; GO:0030833
Q6GNU1,GO:0005885; GO:0005737; GO:0005634; GO:0003779; GO:0034314; GO:0030833
Q5ZKW5,GO:0005929; GO:0005815; GO:0005758; GO:0005634; GO:0005819; GO:0003713; GO:0051457; GO:0042531
Q5R9K8,GO:0005813; GO:0005929; GO:0005829; GO:0030496; GO:0005758; GO:0005654; GO:0005819; GO:0003713; GO:0051457; GO:0042531
Q5R454,GO:0005783; GO:0005789; GO:0030176; GO:0006915; GO:0071787; GO:1990809; GO:0043066; GO:0043154; GO:0002038
P25098,GO:0070161; GO:0005929; GO:0005737; GO:0005829; GO:0016020; GO:0005886; GO:0098794; GO:0098793; GO:0031694; GO:0005524; GO:0047696; GO:0031755; GO:0001664; GO:0004703; GO:0004672; GO:0060048; GO:0002029; GO:0007213; GO:0007186; GO:0007507; GO:1901081; GO:0045988; GO:0003108; GO:0018105; GO:0018107; GO:0033605; GO:0006468; GO:0031623; GO:0009966; GO:0002026; GO:0007217; GO:0046718; GO:0019079
Q99MK8,GO:0070161; GO:0016324; GO:0030424; GO:0016323; GO:0005901; GO:0005929; GO:0005737; GO:0005829; GO:0043198; GO:0043197; GO:0016020; GO:0045121; GO:0005739; GO:0005634; GO:0098793; GO:0045202; GO:0005524; GO:0047696; GO:0031850; GO:0031755; GO:0001664; GO:0004703; GO:0031851; GO:0004672; GO:0004674; GO:0097110; GO:0031625; GO:0060048; GO:1990869; GO:0071364; GO:0071333; GO:0002029; GO:0042699; GO:0007186; GO:0007507; GO:0051457; GO:0106072; GO:0043066; GO:1900077; GO:2000117; GO:0045744; GO:0046325; GO:0033137; GO:0010801; GO:1901081; GO:0045988; GO:0003108; GO:0048709; GO:0018105; GO:0018107; GO:0033605; GO:2000463; GO:0048146; GO:0032755; GO:0010661; GO:1904058; GO:1904707; GO:0045907; GO:0006468; GO:0031623; GO:0009966; GO:0002026; GO:0014070; GO:0006979; GO:0007217; GO:0042311; GO:0046718; GO:0019079
P26818,GO:0070161; GO:0042995; GO:0098794; GO:0098793; GO:0005524; GO:0047696; GO:0001664; GO:0004703; GO:0004672; GO:0002029; GO:0007186; GO:0006468; GO:0031623; GO:0009966
Q92747,GO:0015629; GO:0005885; GO:0005829; GO:0070062; GO:0005634; GO:0035861; GO:0003779; GO:0051015; GO:0030036; GO:0034314; GO:0030833
Q9R0Q6,GO:0005885; GO:0005737; GO:0036195; GO:0005634; GO:0035861; GO:0051015; GO:0034314; GO:0030833
Q5ZL35,GO:0005829; GO:0005739; GO:0005654
Q6P2W5,GO:0005739; GO:0005654
O60641,GO:0005905; GO:0030136; GO:0098894; GO:0008021; GO:0005545; GO:0032050; GO:0005546; GO:0019901; GO:0000149; GO:0048268; GO:0072583; GO:0015031; GO:2000369; GO:0016185; GO:0006900
Q08DS7,GO:0030131; GO:0030665; GO:0005794; GO:0030276; GO:0006886; GO:0016192
Q10567,GO:0030121; GO:0030659; GO:0005829; GO:0005769; GO:0005794; GO:0000139; GO:0043231; GO:0005765; GO:0032588; GO:0030276; GO:0019901; GO:0110010; GO:0007368; GO:0007507; GO:0006886; GO:0001822; GO:1903232; GO:0060155; GO:0016192
O43747,GO:0030121; GO:0030136; GO:0030665; GO:0005737; GO:0030659; GO:0005829; GO:0005769; GO:0005794; GO:0000139; GO:0043231; GO:0005765; GO:0016020; GO:0048471; GO:0055037; GO:0032588; GO:0140312; GO:0035615; GO:0030742; GO:0019894; GO:0031267; GO:0110010; GO:0035646; GO:0090160; GO:0006896; GO:0006886; GO:1903232; GO:0032438; GO:0060155; GO:0043323; GO:0045954; GO:0006898; GO:0016192
Q9BXS5,GO:0030121; GO:0030136; GO:0031410; GO:0030659; GO:0005829; GO:0005769; GO:0070062; GO:0000139; GO:0005765; GO:0016020; GO:0005886; GO:0035579; GO:0032588; GO:0035615; GO:0035646; GO:0006886; GO:1903232; GO:0032438; GO:0060155; GO:0016192
Q3SYW1,GO:0030131; GO:0030136; GO:0030665; GO:0031410; GO:0005794; GO:0035615; GO:0006886; GO:0016192
P61967,GO:0030121; GO:0005905; GO:0005829; GO:0005769; GO:0005794; GO:0043231; GO:0005765; GO:0043195; GO:0005802; GO:0032588; GO:0035615; GO:0110010; GO:0006886; GO:1903232; GO:0060155; GO:0042147; GO:0016192
P56377,GO:0030121; GO:0030119; GO:0005905; GO:0030659; GO:0005829; GO:0005769; GO:0005794; GO:0000139; GO:0043231; GO:0005765; GO:0032588; GO:0035615; GO:0006886; GO:1903232; GO:0060155; GO:0016192
Q9DB50,GO:0030121; GO:0005905; GO:0005769; GO:0005794; GO:0043231; GO:0005765; GO:0098793; GO:0032588; GO:0035615; GO:0060612; GO:0051649; GO:0045444; GO:0006886; GO:1903232; GO:0050885; GO:0060155; GO:0016182; GO:0036465; GO:0016192; GO:0008542
Q96PC3,GO:0030121; GO:0005905; GO:0030659; GO:0005829; GO:0005769; GO:0000139; GO:0043231; GO:0005765; GO:0032588; GO:0035615; GO:1903232; GO:0060155; GO:0006605; GO:0016192
Q7TN05,GO:0030121; GO:0005905; GO:0005769; GO:0043231; GO:0005765; GO:0032588; GO:0035615; GO:1903232; GO:0060155; GO:0006605; GO:0016192
O95782,GO:0030122; GO:0030130; GO:0045334; GO:0030669; GO:0009898; GO:0005829; GO:0030666; GO:0036020; GO:0032433; GO:0016020; GO:0005886; GO:0098794; GO:0140312; GO:0035615; GO:0050750; GO:0019901; GO:0072583; GO:0006897; GO:0006895; GO:0006886; GO:1900126; GO:0098884; GO:0006898; GO:0016192
P17426,GO:0030122; GO:0016324; GO:0016323; GO:0030136; GO:0009898; GO:0032433; GO:0030117; GO:0098794; GO:0032991; GO:0030141; GO:0140312; GO:0035615; GO:0050750; GO:0008022; GO:0019901; GO:0044877; GO:0072583; GO:0006886; GO:1900126; GO:0010976; GO:0048260; GO:0098884; GO:0006898; GO:0016192
P17427,GO:0030122; GO:0009898; GO:0031410; GO:0030117; GO:0098794; GO:0030141; GO:0008021; GO:0140312; GO:0035615; GO:0097718; GO:0019900; GO:0035091; GO:0019904; GO:0019901; GO:0044877; GO:0072583; GO:0006886; GO:0098884; GO:0006898; GO:1902036; GO:0016192
A1A4R9,GO:0005634; GO:0001228; GO:0000981; GO:0001227; GO:0000978; GO:0000977; GO:0048856; GO:0060349; GO:0071281; GO:0048701; GO:0035115; GO:0061029; GO:0042472; GO:0001822; GO:0043066; GO:2000378; GO:0010944; GO:0000122; GO:0021623; GO:0003409; GO:0003404; GO:0030501; GO:0070172; GO:0045944; GO:0042127; GO:0006357; GO:0060021; GO:0007605; GO:0021559
P58197,GO:0005905; GO:0005634; GO:0003682; GO:0000987; GO:0003677; GO:0001228; GO:0003700; GO:0000981; GO:0001227; GO:0042802; GO:0140536; GO:0000978; GO:0000977; GO:0043565; GO:1990837; GO:0000976; GO:0003713; GO:0003714; GO:0048856; GO:0021506; GO:0071711; GO:0060349; GO:0071281; GO:0061303; GO:0010172; GO:0048596; GO:0048701; GO:0035115; GO:0009880; GO:0048730; GO:0061029; GO:0060325; GO:0021884; GO:0035136; GO:0042472; GO:0003334; GO:0001822; GO:0060235; GO:0002089; GO:0072210; GO:0043066; GO:0008285; GO:0042059; GO:0043524; GO:2000378; GO:0010944; GO:0000122; GO:0045892; GO:0007399; GO:0014032; GO:0001843; GO:0021623; GO:0003409; GO:0003404; GO:0003151; GO:0030501; GO:0030335; GO:0010628; GO:0043525; GO:0070172; GO:0045944; GO:0045893; GO:0045595; GO:0042127; GO:0045664; GO:0006357; GO:0006355; GO:0032496; GO:0009414; GO:0010842; GO:0060021; GO:0014044; GO:0007423; GO:0007605; GO:0048705; GO:0043588; GO:0048485; GO:0021559
Q9N0N3,GO:0005634; GO:0003682; GO:0001228; GO:0000981; GO:0001227; GO:0000978; GO:0000976; GO:0060349; GO:0071281; GO:0048701; GO:0035115; GO:0061029; GO:0042472; GO:0001822; GO:0043066; GO:2000378; GO:0010944; GO:0000122; GO:0021623; GO:0003409; GO:0003404; GO:0030501; GO:0010628; GO:0070172; GO:0045944; GO:0045893; GO:0060021; GO:0007605; GO:0021559
P62944,GO:0030122; GO:0030119; GO:0030131; GO:0030118; GO:0098978; GO:0098794; GO:0098793; GO:0030276; GO:0044877; GO:0035904; GO:0003279; GO:0048268; GO:0072583; GO:0060976; GO:0007507; GO:0006886; GO:0001822; GO:1901215; GO:0099590; GO:0045807; GO:1905477; GO:0098884; GO:0048488; GO:0003281; GO:0016192
Q92481,GO:0000785; GO:0005654; GO:0005634; GO:0003682; GO:0000987; GO:0003677; GO:0001228; GO:0003700; GO:0000981; GO:0046982; GO:0042803; GO:0000978; GO:0000977; GO:0043565; GO:1990837; GO:0048856; GO:0035909; GO:0055074; GO:0097275; GO:0097276; GO:0097277; GO:0072044; GO:0072017; GO:0097070; GO:0045444; GO:0035136; GO:0042593; GO:0006006; GO:0035137; GO:0001822; GO:0010960; GO:0072210; GO:0043066; GO:0008285; GO:0043524; GO:0000122; GO:0045892; GO:0051402; GO:0055062; GO:0008284; GO:0043525; GO:0045944; GO:0045893; GO:0035810; GO:0055075; GO:0030510; GO:0045595; GO:0042127; GO:0050796; GO:0006357; GO:0003091; GO:0009410; GO:0010842; GO:0043588; GO:0048745; GO:0055078; GO:0048485; GO:0006366
Q61313,GO:0005634; GO:0003682; GO:0000987; GO:0001228; GO:0003700; GO:0000981; GO:0046982; GO:0042803; GO:0000978; GO:0000977; GO:0043565; GO:1990837; GO:0048856; GO:0035909; GO:0055074; GO:0097275; GO:0097276; GO:0097277; GO:0072044; GO:0072017; GO:0097070; GO:0045444; GO:0035136; GO:0010467; GO:0042593; GO:0006006; GO:0035137; GO:0001822; GO:0010960; GO:0072210; GO:0043066; GO:0008285; GO:0043524; GO:0000122; GO:0045892; GO:0051402; GO:0055062; GO:0008284; GO:0043525; GO:0045944; GO:0045893; GO:0035810; GO:0055075; GO:0030510; GO:0045595; GO:0042127; GO:0050796; GO:0006357; GO:0003091; GO:0009410; GO:0010842; GO:0007423; GO:0043588; GO:0048745; GO:0055078; GO:0048485; GO:0006366
Q7Z6R9,GO:0000785; GO:0005634; GO:0005667; GO:0000981; GO:0000977; GO:0048856; GO:0061379; GO:0043524; GO:0045944; GO:0042127; GO:0006357; GO:0006366
Q2T9K2,GO:0005634; GO:0003677; GO:0003700
Q5ZMP6,GO:0030122; GO:0031410; GO:0035615; GO:0008289; GO:0072583; GO:0006897; GO:0006886; GO:0016192
Q6P856,GO:0030122; GO:0031410; GO:0035615; GO:0008289; GO:0072583; GO:0006897; GO:0006886; GO:0016192
P62744,GO:0030122; GO:0043231; GO:0005886; GO:0035615; GO:0072583; GO:0006886; GO:0016192
Q13367,GO:0030123; GO:1904115; GO:0030665; GO:0005769; GO:0005794; GO:0097708; GO:0098793; GO:0008089; GO:0048490; GO:0035654; GO:0006886; GO:0046907; GO:0016183; GO:0036465; GO:0016192
Q9JME5,GO:0030123; GO:1904115; GO:0030665; GO:0005769; GO:0098793; GO:0005802; GO:0008089; GO:0048490; GO:0035654; GO:0006886; GO:0046907; GO:0016183; GO:0036465; GO:0016192
Q865S1,GO:0030123; GO:1904115; GO:0010008; GO:0000139; GO:0098830; GO:0043195; GO:0008089; GO:0048490; GO:0006896; GO:0098943; GO:0006623; GO:0016182; GO:0048499
O54774,GO:0030123; GO:0030424; GO:1904115; GO:0005769; GO:0010008; GO:0098978; GO:0000139; GO:0098794; GO:0098793; GO:0098830; GO:0043195; GO:0005802; GO:0008089; GO:0048490; GO:0019882; GO:0048007; GO:0035654; GO:0035646; GO:0006896; GO:0006886; GO:0046907; GO:1903232; GO:0098943; GO:0060155; GO:0051138; GO:0045944; GO:0072657; GO:0033365; GO:0006623; GO:0061088; GO:0016182; GO:0016183; GO:0048499; GO:0036465; GO:0016192; GO:0099003; GO:0006829
Q5R478,GO:1904115; GO:0030131; GO:0030659; GO:0005794; GO:0031267; GO:0008089; GO:0048490; GO:0006886; GO:0016192
P53677,GO:0030123; GO:0030119; GO:1904115; GO:0030131; GO:0031410; GO:0030659; GO:0005769; GO:0005794; GO:0098793; GO:0008089; GO:0048490; GO:0035654; GO:0006897; GO:0006886; GO:0046907; GO:0016183; GO:0036465; GO:0016192
Q9DCR2,GO:0030123; GO:1904115; GO:0030659; GO:0005769; GO:0043231; GO:0016020; GO:0098793; GO:0005802; GO:0008089; GO:0048490; GO:0035654; GO:0006896; GO:0006886; GO:0046907; GO:1903232; GO:0060155; GO:0016183; GO:0036465; GO:0016192
Q9Y587,GO:0030124; GO:0031904; GO:0043231; GO:0005802; GO:0032588; GO:0008104; GO:0006605; GO:0016192
Q02410,GO:0005737; GO:0005829; GO:0043197; GO:0098978; GO:0005794; GO:0005634; GO:0048471; GO:0005886; GO:0048787; GO:0098685; GO:0008021; GO:0001540; GO:0008088; GO:0007155; GO:0007268; GO:0014051; GO:0014047; GO:0001701; GO:0006886; GO:0007626; GO:0035264; GO:0007399; GO:0065003; GO:0010468; GO:2000300
B2RUJ5,GO:0005737; GO:0005829; GO:0043197; GO:0098978; GO:0005794; GO:0016020; GO:0005634; GO:0048471; GO:0005886; GO:0048787; GO:0032991; GO:0098685; GO:0008021; GO:0001540; GO:0030165; GO:0005546; GO:0044877; GO:0007268; GO:0051649; GO:0014051; GO:0014047; GO:0001701; GO:0006886; GO:0007626; GO:0035264; GO:0065003; GO:0010468; GO:2000300
Q99767,GO:0005737; GO:0043197; GO:0005886; GO:0098685; GO:0008021; GO:0001540; GO:0042802; GO:0007268; GO:0001701; GO:0007626; GO:0035264; GO:0007399; GO:0015031; GO:0010468; GO:2000300
Q92870,GO:0005737; GO:0005769; GO:0005783; GO:0005794; GO:0030426; GO:0030027; GO:0016020; GO:0005634; GO:0045202; GO:0001540; GO:0035556; GO:0036438; GO:1901988; GO:0000122; GO:0045944; GO:0006355; GO:0006939; GO:0050808
Q92624,GO:0031462; GO:0005737; GO:0030659; GO:0005874; GO:0005875; GO:0005654; GO:0005634; GO:0003777; GO:1990756; GO:0006886; GO:0046907; GO:0043161; GO:0016567
Q9UM13,GO:0005680; GO:0005829; GO:0005654; GO:0031145; GO:0007049; GO:0051301; GO:0070979; GO:0051445; GO:0007346
Q9CPX9,GO:0005680; GO:0031461; GO:0005737; GO:0005730; GO:0005654; GO:0005634; GO:0097602; GO:0061630; GO:0004842; GO:0034450; GO:0008270; GO:0031145; GO:0007049; GO:0051301; GO:0045842; GO:0070979; GO:0016567; GO:0006511
Q9BS18,GO:0005680; GO:0031145; GO:0007049; GO:0051301; GO:0070979; GO:0051445; GO:0007346
F1QY75,GO:0005680; GO:0007049; GO:0051301; GO:0090266
Q5REH8,GO:0005680; GO:0005829; GO:0000776; GO:0007049; GO:0051301; GO:0016567
Q9H1A4,GO:0005680; GO:0005829; GO:0005654; GO:0060090; GO:0031145; GO:0051301; GO:0007091; GO:0070979; GO:0051445; GO:0007346
Q6DE18,GO:0005885; GO:0042995; GO:0005737; GO:0005634; GO:0035861; GO:0003779; GO:0034314; GO:0030833
Q5ZKK3,GO:0005680; GO:0005737; GO:0005634; GO:0005819; GO:0031145; GO:0007049; GO:0051301; GO:0045842; GO:0070979
Q9UJX3,GO:0005680; GO:0005737; GO:0005829; GO:0015630; GO:0005654; GO:0005634; GO:0005819; GO:0019903; GO:0031145; GO:0051301; GO:0007091; GO:0045842; GO:0070979; GO:0016567; GO:0051445; GO:0007346
Q5R2I8,GO:0005887; GO:0005886; GO:0017147; GO:0030178; GO:0016055
Q5R2J4,GO:0005615; GO:0005887; GO:0017147; GO:0030178; GO:0016055
P25054,GO:0005912; GO:0030877; GO:0005923; GO:0016342; GO:0005813; GO:0005737; GO:0005829; GO:0005794; GO:0000776; GO:0030027; GO:0016328; GO:0005874; GO:0005654; GO:0005634; GO:0048471; GO:0005886; GO:0032587; GO:1990909; GO:0008013; GO:0070840; GO:0045295; GO:0008017; GO:0051010; GO:0019901; GO:0019887; GO:0031625; GO:0070830; GO:0007155; GO:0001708; GO:0016477; GO:0006974; GO:0008286; GO:0000281; GO:0007094; GO:0090090; GO:1902807; GO:0008285; GO:0045736; GO:2000134; GO:0007026; GO:0007399; GO:0007389; GO:0043065; GO:0010942; GO:0030335; GO:0120162; GO:0045732; GO:1904781; GO:0031274; GO:0043161; GO:0065003; GO:0051988; GO:0045595; GO:0032886; GO:0016055
Q5ZMQ0,GO:0005741; GO:0046872
Q2KI54,GO:0005737; GO:0005829; GO:0034657; GO:0005654; GO:0005634; GO:0000151; GO:0043161
Q8IUR7,GO:0005737; GO:0005829; GO:0005576; GO:0034657; GO:0043231; GO:0005654; GO:0005634; GO:0035580; GO:1904724; GO:0000151; GO:0043161
Q5T2E6,GO:0005829; GO:0000139; GO:0016021; GO:1903358
Q9HBZ2,GO:0034751; GO:0000785; GO:0005737; GO:0005654; GO:0005634; GO:0005667; GO:0017162; GO:0001228; GO:0003700; GO:0000981; GO:0046982; GO:0000978; GO:1990837; GO:0007420; GO:0007417; GO:0001701; GO:0045944; GO:0045893; GO:0006357; GO:0006355; GO:0001666
Q2YDE7,GO:0072669; GO:0046872; GO:0006388
Q8IWT0,GO:0005737; GO:0005654; GO:0005634; GO:0072669; GO:0046872; GO:0006388
Q8AWC3,GO:0015629; GO:0070161; GO:0005938; GO:0005737; GO:0043197; GO:0031901; GO:1903561; GO:0045121; GO:0005886; GO:0014069; GO:0045211; GO:0003729; GO:0016477; GO:0007010; GO:0006897; GO:0007616; GO:0050804; GO:0051028; GO:2000969; GO:0051260; GO:0022604; GO:1900452; GO:1900271; GO:0048168; GO:0110077
O15033,GO:0005737; GO:0005829; GO:0061630; GO:0004842; GO:0006915; GO:0043066; GO:0043161; GO:0070979; GO:1990390; GO:0000209; GO:0016567; GO:0050727; GO:0006511
Q8CHG5,GO:0005737; GO:0005829; GO:0061630; GO:0004842; GO:0006915; GO:0043066; GO:0043161; GO:0070979; GO:1990390; GO:0000209; GO:0016567; GO:0050727; GO:0006511
P84079,GO:0070161; GO:0031252; GO:0005829; GO:0012505; GO:0098978; GO:0005794; GO:0005770; GO:0043005; GO:0048471; GO:0005886; GO:0014069; GO:0032991; GO:0030017; GO:0019003; GO:0005525; GO:0003924; GO:0000287; GO:1990583; GO:0019904; GO:0007015; GO:0006878; GO:0098586; GO:0097061; GO:0055108; GO:0006886; GO:0060292; GO:0097212; GO:1990386; GO:0045956; GO:0060999; GO:0045807; GO:1902953; GO:1902824; GO:0050714; GO:1902307; GO:0098974; GO:0034315; GO:1903725; GO:0002090; GO:0070142; GO:0034379; GO:0016192
P61207,GO:0005794; GO:0005525; GO:0003924; GO:0015031; GO:0016192
Q3SZF2,GO:0005794; GO:0005886; GO:0005525; GO:0003924; GO:0006886; GO:0016192
P62332,GO:0005938; GO:0032154; GO:0005737; GO:0005829; GO:0005769; GO:0031901; GO:0030139; GO:0005768; GO:0031527; GO:0090543; GO:0098978; GO:0005794; GO:0016020; GO:0005886; GO:0098793; GO:0055037; GO:0055038; GO:0001726; GO:0003925; GO:0019003; GO:0005525; GO:0047485; GO:0031996; GO:0030036; GO:0030154; GO:1990090; GO:0030866; GO:0032456; GO:1902217; GO:0090162; GO:0097284; GO:0006886; GO:0001889; GO:0099562; GO:0033028; GO:2000171; GO:2000009; GO:0007399; GO:0030838; GO:0120183; GO:0051549; GO:1903078; GO:0050714; GO:0034394; GO:0036010; GO:0060998; GO:0051489; GO:0010975; GO:1905606; GO:0035020; GO:0097178; GO:0048488; GO:0016192
Q4KLN7,GO:0000139; GO:0005096; GO:0046872; GO:0048205; GO:0009306
P53367,GO:0005829; GO:0000139; GO:0032588; GO:0070273; GO:0005543; GO:0019904; GO:0006886; GO:1905280; GO:0034315; GO:0050708
Q32LJ2,GO:0005829; GO:0005794; GO:0016020; GO:0005802; GO:0005525; GO:0003924; GO:0007369; GO:0043001; GO:0006886; GO:0034067; GO:0042147
Q5ZLX4,GO:0005737; GO:0005085; GO:0035556; GO:0035025
Q5ZLR6,GO:0005737; GO:0030027; GO:0005085; GO:0035556; GO:0030032
