Orthogroup	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
OG0031490			FUN_010933-T1										
OG0031491			FUN_010936-T1										
OG0031492			FUN_010952-T1										
OG0031493			FUN_010954-T1										
OG0031494			FUN_26822-T1										
OG0031495			FUN_010957-T1										
OG0031496			FUN_010958-T1										
OG0031497			FUN_010959-T1										
OG0031498			FUN_010960-T1										
OG0031499			FUN_010961-T1										
OG0031500			FUN_010981-T1										
OG0031501			FUN_010983-T1										
OG0031502			FUN_010984-T1										
OG0031503			FUN_010989-T1										
OG0031504			FUN_011002-T1										
OG0031505			FUN_011021-T1										
OG0031506			FUN_011034-T1										
OG0031507			FUN_011043-T1										
OG0031508			FUN_011053-T1										
OG0031509			FUN_011060-T1										
OG0031510			FUN_26827-T1										
OG0031511			FUN_011091-T1										
OG0031512			FUN_011095-T1										
OG0031513			FUN_011103-T1										
OG0031514			FUN_011136-T1										
OG0031515			FUN_011139-T1										
OG0031516			FUN_011140-T1										
OG0031517			FUN_011141-T1										
OG0031518			FUN_011142-T1										
OG0031519			FUN_011143-T1										
OG0031520			FUN_011149-T1										
OG0031521			FUN_011150-T1										
OG0031522			FUN_011152-T1										
OG0031523			FUN_011161-T1										
OG0031524			FUN_011176-T1										
OG0031525			FUN_011180-T1										
OG0031526			FUN_011203-T1										
OG0031527			FUN_011222-T1										
OG0031528			FUN_011223-T1										
OG0031529			FUN_011234-T1										
OG0031530			FUN_011236-T1										
OG0031531			FUN_011243-T1										
OG0031532			FUN_011254-T1										
OG0031533			FUN_011265-T1										
OG0031534			FUN_011270-T1										
OG0031535			FUN_011275-T1										
OG0031536			FUN_011276-T1										
OG0031537			FUN_011295-T1										
OG0031538			FUN_26837-T1										
OG0031539			FUN_011326-T1										
OG0031540			FUN_011327-T1										
OG0031541			FUN_011328-T1										
OG0031542			FUN_011334-T1										
OG0031543			FUN_011336-T1										
OG0031544			FUN_011349-T1										
OG0031545			FUN_011351-T1										
OG0031546			FUN_011362-T1										
OG0031547			FUN_011366-T1										
OG0031548			FUN_011393-T1										
OG0031549			FUN_011404-T1										
OG0031550			FUN_011426-T1										
OG0031551			FUN_011444-T1										
OG0031552			FUN_26842-T1										
OG0031553			FUN_011454-T1										
OG0031554			FUN_011462-T1										
OG0031555			FUN_011467-T1										
OG0031556			FUN_011479-T1										
OG0031557			FUN_011496-T1										
OG0031558			FUN_011505-T1										
OG0031559			FUN_011518-T1										
OG0031560			FUN_26847-T1										
OG0031561			FUN_011543-T1										
OG0031562			FUN_011564-T1										
OG0031563			FUN_011594-T1										
OG0031564			FUN_011595-T1										
OG0031565			FUN_011601-T1										
OG0031566			FUN_011616-T1										
OG0031567			FUN_011620-T1										
OG0031568			FUN_011621-T1										
OG0031569			FUN_011624-T1										
OG0031570			FUN_011642-T1										
OG0031571			FUN_011645-T1										
OG0031572			FUN_011664-T1										
OG0031573			FUN_011679-T1										
OG0031574			FUN_011694-T1										
OG0031575			FUN_011696-T1										
OG0031576			FUN_011705-T1										
OG0031577			FUN_011713-T1										
OG0031578			FUN_011715-T1										
OG0031579			FUN_011726-T1										
OG0031580			FUN_011728-T1										
OG0031581			FUN_011731-T1										
OG0031582			FUN_011756-T1										
OG0031583			FUN_011759-T1										
OG0031584			FUN_011772-T1										
OG0031585			FUN_011773-T1										
OG0031586			FUN_011787-T1										
OG0031587			FUN_011797-T1										
OG0031588			FUN_011805-T1										
OG0031589			FUN_011811-T1										
OG0031590			FUN_26860-T1										
OG0031591			FUN_011860-T1										
OG0031592			FUN_011863-T1										
OG0031593			FUN_011866-T1										
OG0031594			FUN_011871-T1										
OG0031595			FUN_011885-T1										
OG0031596			FUN_011900-T1										
OG0031597			FUN_011904-T1										
OG0031598			FUN_011910-T1										
OG0031599			FUN_011918-T1										
OG0031600			FUN_011923-T1										
OG0031601			FUN_011926-T1										
OG0031602			FUN_011927-T1										
OG0031603			FUN_011936-T1										
OG0031604			FUN_011937-T1										
OG0031605			FUN_011941-T1										
OG0031606			FUN_011943-T1										
OG0031607			FUN_011960-T1										
OG0031608			FUN_011972-T1										
OG0031609			FUN_26865-T1										
OG0031610			FUN_011982-T1										
OG0031611			FUN_011988-T1										
OG0031612			FUN_011992-T1										
OG0031613			FUN_011994-T1										
OG0031614			FUN_26867-T1										
OG0031615			FUN_26870-T1										
OG0031616			FUN_012039-T1										
OG0031617			FUN_012040-T1										
OG0031618			FUN_012049-T1										
OG0031619			FUN_012066-T1										
OG0031620			FUN_012072-T1										
OG0031621			FUN_012077-T1										
OG0031622			FUN_025188-T1										
OG0031623			FUN_025595-T1										
OG0031624			FUN_025597-T1										
OG0031625			FUN_025604-T1										
OG0031626			FUN_025376-T1										
OG0031627			FUN_025378-T1										
OG0031628				FUN_027113-T1									
OG0031629				FUN_027114-T1									
OG0031630				FUN_026929-T1									
OG0031631				FUN_027388-T1									
OG0031632				FUN_027060-T1									
OG0031633				FUN_026038-T1									
OG0031634				FUN_026723-T1									
OG0031635				FUN_026628-T1									
OG0031636				FUN_004851-T1									
OG0031637				FUN_004852-T1									
OG0031638				FUN_004853-T1									
OG0031639				FUN_004857-T1									
OG0031640				FUN_004861-T1									
OG0031641				FUN_004867-T1									
OG0031642				FUN_004876-T1									
OG0031643				FUN_004878-T1									
OG0031644				FUN_004887-T1									
OG0031645				FUN_004893-T1									
OG0031646				FUN_004896-T1									
OG0031647				FUN_004901-T1									
OG0031648				FUN_004902-T1									
OG0031649				FUN_004918-T1									
OG0031650				FUN_004919-T1									
OG0031651				FUN_004921-T1									
OG0031652				FUN_27610-T1									
OG0031653				FUN_004923-T1									
OG0031654				FUN_004928-T1									
OG0031655				FUN_004941-T1									
OG0031656				FUN_004945-T1									
OG0031657				FUN_004947-T1									
OG0031658				FUN_004948-T1									
OG0031659				FUN_004951-T1									
OG0031660				FUN_004952-T1									
OG0031661				FUN_27616-T1									
OG0031662				FUN_004962-T1									
OG0031663				FUN_004970-T1									
OG0031664				FUN_004971-T1									
OG0031665				FUN_004976-T1									
OG0031666				FUN_004979-T1									
OG0031667				FUN_004993-T1									
OG0031668				FUN_005021-T1									
OG0031669				FUN_005027-T1									
OG0031670				FUN_005032-T1									
OG0031671				FUN_005042-T1									
OG0031672				FUN_005045-T1									
OG0031673				FUN_005047-T1									
OG0031674				FUN_005048-T1									
OG0031675				FUN_005050-T1									
OG0031676				FUN_005051-T1									
OG0031677				FUN_27646-T1									
OG0031678				FUN_005060-T1									
OG0031679				FUN_005077-T1									
OG0031680				FUN_005083-T1									
OG0031681				FUN_005088-T1									
OG0031682				FUN_27658-T1									
OG0031683				FUN_005126-T1									
OG0031684				FUN_005127-T1									
OG0031685				FUN_005132-T1									
OG0031686				FUN_27660-T1									
OG0031687				FUN_005149-T1									
OG0031688				FUN_005152-T1									
OG0031689				FUN_005153-T1									
OG0031690				FUN_005155-T1									
OG0031691				FUN_005162-T1									
OG0031692				FUN_005167-T1									
OG0031693				FUN_005169-T1									
OG0031694				FUN_005173-T1									
OG0031695				FUN_005179-T1									
OG0031696				FUN_005182-T1									
OG0031697				FUN_27681-T1									
OG0031698				FUN_27685-T1									
OG0031699				FUN_005208-T1									
OG0031700				FUN_005213-T1									
OG0031701				FUN_005222-T1									
OG0031702				FUN_005227-T1									
OG0031703				FUN_005232-T1									
OG0031704				FUN_005292-T1									
OG0031705				FUN_005299-T1									
OG0031706				FUN_005318-T1									
OG0031707				FUN_005324-T1									
OG0031708				FUN_005327-T1									
OG0031709				FUN_005330-T1									
OG0031710				FUN_005339-T1									
OG0031711				FUN_005343-T1									
OG0031712				FUN_005357-T1									
OG0031713				FUN_005370-T1									
OG0031714				FUN_005407-T1									
OG0031715				FUN_005426-T1									
OG0031716				FUN_005429-T1									
OG0031717				FUN_005430-T1									
OG0031718				FUN_005436-T1									
OG0031719				FUN_005441-T1									
OG0031720				FUN_005446-T1									
OG0031721				FUN_005471-T1									
OG0031722				FUN_005481-T1									
OG0031723				FUN_005489-T1									
OG0031724				FUN_005505-T1									
OG0031725				FUN_005509-T1									
OG0031726				FUN_005513-T1									
OG0031727				FUN_005514-T1									
OG0031728				FUN_005536-T1									
OG0031729				FUN_005539-T1									
OG0031730				FUN_005541-T1									
OG0031731				FUN_005542-T1									
OG0031732				FUN_005547-T1									
OG0031733				FUN_005552-T1									
OG0031734				FUN_005553-T1									
OG0031735				FUN_005565-T1									
OG0031736				FUN_005567-T1									
OG0031737				FUN_005568-T1									
OG0031738				FUN_005571-T1									
OG0031739				FUN_005574-T1									
OG0031740				FUN_005576-T1									
OG0031741				FUN_005578-T1									
OG0031742				FUN_005583-T1									
OG0031743				FUN_005593-T1									
OG0031744				FUN_005594-T1									
OG0031745				FUN_005596-T1									
OG0031746				FUN_005598-T1									
OG0031747				FUN_005600-T1									
OG0031748				FUN_005616-T1									
OG0031749				FUN_005625-T1									
OG0031750				FUN_005652-T1									
OG0031751				FUN_005653-T1									
OG0031752				FUN_005655-T1									
OG0031753				FUN_005658-T1									
OG0031754				FUN_005660-T1									
OG0031755				FUN_005674-T1									
OG0031756				FUN_005676-T1									
OG0031757				FUN_005677-T1									
OG0031758				FUN_005685-T1									
OG0031759				FUN_005693-T1									
OG0031760				FUN_005694-T1									
OG0031761				FUN_27716-T1									
OG0031762				FUN_005718-T1									
OG0031763				FUN_005733-T1									
OG0031764				FUN_005734-T1									
OG0031765				FUN_005735-T1									
OG0031766				FUN_005741-T1									
OG0031767				FUN_005764-T1									
OG0031768				FUN_005765-T1									
OG0031769				FUN_005769-T1									
OG0031770				FUN_005772-T1									
OG0031771				FUN_005788-T1									
OG0031772				FUN_005796-T1									
OG0031773				FUN_005830-T1									
OG0031774				FUN_005831-T1									
OG0031775				FUN_005851-T1									
OG0031776				FUN_005877-T1									
OG0031777				FUN_005882-T1									
OG0031778				FUN_005887-T1									
OG0031779				FUN_005890-T1									
OG0031780				FUN_005892-T1									
OG0031781				FUN_005908-T1									
OG0031782				FUN_27727-T1									
OG0031783				FUN_005927-T1									
OG0031784				FUN_005932-T1									
OG0031785				FUN_27728-T1									
OG0031786				FUN_005936-T1									
OG0031787				FUN_005952-T1									
OG0031788				FUN_005957-T1									
OG0031789				FUN_005962-T1									
OG0031790				FUN_005969-T1									
OG0031791				FUN_005974-T1									
OG0031792				FUN_005976-T1									
OG0031793				FUN_005977-T1									
OG0031794				FUN_005982-T1									
OG0031795				FUN_005997-T1									
OG0031796				FUN_006000-T1									
OG0031797				FUN_006005-T1									
OG0031798				FUN_006010-T1									
OG0031799				FUN_006037-T1									
OG0031800				FUN_006058-T1									
OG0031801				FUN_006071-T1									
OG0031802				FUN_27735-T1									
OG0031803				FUN_006078-T1									
OG0031804				FUN_006093-T1									
OG0031805				FUN_006095-T1									
OG0031806				FUN_27737-T1									
OG0031807				FUN_006129-T1									
OG0031808				FUN_006142-T1									
OG0031809				FUN_27741-T1									
OG0031810				FUN_006147-T1									
OG0031811				FUN_006155-T1									
OG0031812				FUN_006163-T1									
OG0031813				FUN_006169-T1									
OG0031814				FUN_006170-T1									
OG0031815				FUN_006175-T1									
OG0031816				FUN_006185-T1									
OG0031817				FUN_006208-T1									
OG0031818				FUN_006232-T1									
OG0031819				FUN_006243-T1									
OG0031820				FUN_006248-T1									
OG0031821				FUN_006254-T1									
OG0031822				FUN_006255-T1									
OG0031823				FUN_006258-T1									
OG0031824				FUN_006261-T1									
OG0031825				FUN_006263-T1									
OG0031826				FUN_006267-T1									
OG0031827				FUN_006276-T1									
OG0031828				FUN_006288-T1									
OG0031829				FUN_006289-T1									
OG0031830				FUN_006290-T1									
OG0031831				FUN_006305-T1									
OG0031832				FUN_006312-T1									
OG0031833				FUN_006320-T1									
OG0031834				FUN_006338-T1									
OG0031835				FUN_006344-T1									
OG0031836				FUN_006346-T1									
OG0031837				FUN_006355-T1									
OG0031838				FUN_006366-T1									
OG0031839				FUN_006369-T1									
OG0031840				FUN_006370-T1									
OG0031841				FUN_006373-T1									
OG0031842				FUN_006374-T1									
OG0031843				FUN_006376-T1									
OG0031844				FUN_006382-T1									
OG0031845				FUN_006386-T1									
OG0031846				FUN_006393-T1									
OG0031847				FUN_006398-T1									
OG0031848				FUN_006407-T1									
OG0031849				FUN_006426-T1									
OG0031850				FUN_006431-T1									
OG0031851				FUN_006433-T1									
OG0031852				FUN_006441-T1									
OG0031853				FUN_006449-T1									
OG0031854				FUN_006455-T1									
OG0031855				FUN_006457-T1									
OG0031856				FUN_006459-T1									
OG0031857				FUN_006470-T1									
OG0031858				FUN_006477-T1									
OG0031859				FUN_006478-T1									
OG0031860				FUN_006496-T1									
OG0031861				FUN_006497-T1									
OG0031862				FUN_006505-T1									
OG0031863				FUN_006513-T1									
OG0031864				FUN_27744-T1									
OG0031865				FUN_006525-T1									
OG0031866				FUN_006527-T1									
OG0031867				FUN_006543-T1									
OG0031868				FUN_006547-T1									
OG0031869				FUN_006552-T1									
OG0031870				FUN_006557-T1									
OG0031871				FUN_006563-T1									
OG0031872				FUN_006581-T1									
OG0031873				FUN_006593-T1									
OG0031874				FUN_006600-T1									
OG0031875				FUN_006617-T1									
OG0031876				FUN_006619-T1									
OG0031877				FUN_006620-T1									
OG0031878				FUN_006623-T1									
OG0031879				FUN_006642-T1									
OG0031880				FUN_006647-T1									
OG0031881				FUN_006651-T1									
OG0031882				FUN_006672-T1									
OG0031883				FUN_006678-T1									
OG0031884				FUN_006680-T1									
OG0031885				FUN_006707-T1									
OG0031886				FUN_006711-T1									
OG0031887				FUN_006720-T1									
OG0031888				FUN_006725-T1									
OG0031889				FUN_27748-T1									
OG0031890				FUN_006765-T1									
OG0031891				FUN_006770-T1									
OG0031892				FUN_006786-T1									
OG0031893				FUN_006800-T1									
OG0031894				FUN_006813-T1									
OG0031895				FUN_006827-T1									
