GO,Genes
GO:0072184,OSR1
GO:0072185,OSR1
GO:0072186,OSR1
GO:0072189,SOX17
GO:0072189,OSR1
GO:0072189,NPHP3
GO:0072189,LZTS2
GO:0072190,OSR1
GO:0072191,
GO:0072192,
GO:0072193,
GO:0072194,OSR1
GO:0072197,LZTS2
GO:0072198,
GO:0072199,
GO:0072200,
GO:0072201,PHF14
GO:0072202,GDNF
GO:0072202,LAMB2
GO:0072202,NPHS2
GO:0072202,SIX2
GO:0072202,OSR1
GO:0072202,POU3F3
GO:0072203,PTCH1
GO:0072203,OSR1
GO:0072204,
GO:0072205,PTCH1
GO:0072206,POU3F3
GO:0072207,LAMB2
GO:0072207,NPHS2
GO:0072207,OSR1
GO:0072207,POU3F3
GO:0072208,OSR1
GO:0072209,
GO:0072210,GDNF
GO:0072210,LAMB2
GO:0072210,NPHS2
GO:0072210,SIX2
GO:0072210,OSR1
GO:0072213,
GO:0072214,
GO:0072215,
GO:0072216,
GO:0072217,
GO:0072218,POU3F3
GO:0072219,
GO:0072220,
GO:0072221,POU3F3
GO:0072223,
GO:0072224,LAMB2
GO:0072224,NPHS2
GO:0072224,OSR1
GO:0072227,POU3F3
GO:0072229,
GO:0072230,
GO:0072232,
GO:0072233,POU3F3
GO:0072234,OSR1
GO:0072234,POU3F3
GO:0072235,POU3F3
GO:0072236,POU3F3
GO:0072237,
GO:0072239,OSR1
GO:0072240,POU3F3
GO:0072243,LAMB2
GO:0072243,NPHS2
GO:0072243,OSR1
GO:0072243,POU3F3
GO:0072244,LAMB2
GO:0072244,NPHS2
GO:0072248,LAMB2
GO:0072248,NPHS2
GO:0072249,LAMB2
GO:0072249,NPHS2
GO:0072254,
GO:0072255,
GO:0072258,OSR1
GO:0072259,OSR1
GO:0072262,
GO:0072265,
GO:0072266,
GO:0072267,
GO:0072268,OSR1
GO:0072272,
GO:0072273,GDNF
GO:0072273,SIX2
GO:0072274,LAMB2
GO:0072275,
GO:0072276,
GO:0072277,
GO:0072278,
GO:0072282,
GO:0072283,GDNF
GO:0072283,SIX2
GO:0072284,
GO:0072285,
GO:0072286,
GO:0072287,
GO:0072289,
GO:0072298,
GO:0072300,
GO:0072301,
GO:0072302,
GO:0072303,
GO:0072304,
GO:0072305,
GO:0072307,
GO:0072308,
GO:0072310,LAMB2
GO:0072310,NPHS2
GO:0072311,FOXC2
GO:0072311,LAMB2
GO:0072311,NPHS2
GO:0072312,LAMB2
GO:0072312,NPHS2
GO:0072313,LAMB2
GO:0072313,NPHS2
GO:0072318,NOSTRIN
GO:0072319,NOSTRIN
GO:0072320,
GO:0072329,ABCD4
GO:0072329,ACOT8
GO:0072329,RBP5
GO:0072329,ACAA2
GO:0072329,DCXR
GO:0072329,EHHADH
GO:0072329,ETFDH
GO:0072329,HSD17B4
GO:0072329,CRYL1
GO:0072329,HAO1
GO:0072329,HACL1
GO:0072329,AGXT
GO:0072330,OSBPL9
GO:0072330,ACOT8
GO:0072330,PRKAA2
GO:0072330,ELOVL4
GO:0072330,PTGES3
GO:0072330,OXSM
GO:0072330,RDH10
GO:0072330,TBXAS1
GO:0072330,TECR
GO:0072330,PLP1
GO:0072330,MLYCD
GO:0072331,BAG6
GO:0072331,PLK3
GO:0072331,PAXIP1
GO:0072331,JMY
GO:0072331,DRG1
GO:0072331,E2F2
GO:0072331,BAX
GO:0072331,MDM4
GO:0072331,PPM1D
GO:0072331,PDK2
GO:0072332,BAG6
GO:0072332,JMY
GO:0072332,E2F2
GO:0072332,BAX
GO:0072332,PDK2
GO:0072334,
GO:0072337,CMC2
GO:0072337,SLC25A12
GO:0072338,
GO:0072340,
GO:0072341,SYT3
GO:0072341,GPR143
GO:0072341,SYT12
GO:0072341,CAVIN2
GO:0072341,FTCD
GO:0072341,OSBPL10
GO:0072344,
GO:0072345,
GO:0072347,
GO:0072348,RACGAP1
GO:0072348,SLC1A2
GO:0072348,SLC6A11
GO:0072349,CMC2
GO:0072349,SLC25A12
GO:0072350,IREB2
GO:0072350,SIRT4
GO:0072350,ACO2
GO:0072354,
GO:0072356,
GO:0072357,WDR82
GO:0072359,COL18A1
GO:0072359,ODAD2
GO:0072359,BMPR2
GO:0072359,YJEFN3
GO:0072359,EMC10
GO:0072359,SHB
GO:0072359,TSPAN12
GO:0072359,MEOX2
GO:0072359,ELK3
GO:0072359,SOX17
GO:0072359,BMPER
GO:0072359,SUFU
GO:0072359,DAG1
GO:0072359,EMILIN3
GO:0072359,PITX2
GO:0072359,ADAMTS6
GO:0072359,SGCG
GO:0072359,DSP
GO:0072359,MAP2K1
GO:0072359,LMO4
GO:0072359,NCOA6
GO:0072359,DNAAF1
GO:0072359,TNNC1
GO:0072359,OSR1
GO:0072359,VASH2
GO:0072359,EMP2
GO:0072359,ETV2
GO:0072359,PROX1
GO:0072359,AXIN2
GO:0072359,ADRA2B
GO:0072359,ANGPTL6
GO:0072359,HAND2
GO:0072359,ARMC4
GO:0072359,WDPCP
GO:0072359,MATR3
GO:0072359,PPARA
GO:0072359,EPHA1
GO:0072359,SCG2
GO:0072359,OBSL1
GO:0072359,FOXC2
GO:0072359,PAXIP1
GO:0072359,HPGD
GO:0072359,SRF
GO:0072359,WNT8A
GO:0072359,PRCP
GO:0072359,SRI
GO:0072359,ADIPOR2
GO:0072359,PRICKLE4
GO:0072359,PIK3R6
GO:0072359,DLL4
GO:0072359,RIC8A
GO:0072359,TMEM65
GO:0072359,ARL13B
GO:0072359,CXCR3
GO:0072359,NRAP
GO:0072359,SMYD1
GO:0072359,NPHP3
GO:0072359,NDUFV2
GO:0072359,AAMP
GO:0072359,RXRG
GO:0072359,E2F8
GO:0072359,CCDC134
GO:0072359,NTRK2
GO:0072359,MAP3K3
GO:0072359,NUS1
GO:0072359,SMAD4
GO:0072359,SEC24B
GO:0072359,JUN
GO:0072359,EGR3
GO:0072359,PTCD2
GO:0072359,PTCH1
GO:0072359,IRX4
GO:0072359,GLMN
GO:0072359,FN1
GO:0072359,NFATC1
GO:0072359,SORBS2
GO:0072359,PARVA
GO:0072359,HOPX
GO:0072359,TMEM231
GO:0072359,MIB1
GO:0072359,NFATC4
GO:0072359,KLF5
GO:0072359,SNX17
GO:0072359,PDCD4
GO:0072359,CPE
GO:0072359,BAX
GO:0072359,DCHS1
GO:0072359,TAB2
GO:0072359,MDM4
GO:0072359,HPSE
GO:0072359,ASB2
GO:0072359,CKLF
GO:0072359,BMPR1A
GO:0072376,GP1BB
GO:0072376,F12
GO:0072376,FN1
GO:0072376,PRCP
GO:0072376,HPSE
GO:0072377,
GO:0072378,GP1BB
GO:0072378,F12
GO:0072378,FN1
GO:0072379,BAG6
GO:0072380,
GO:0072382,
GO:0072383,
GO:0072384,RHOT1
GO:0072384,DTNBP1
GO:0072384,BORCS7
GO:0072384,PRKCZ
GO:0072384,ACTR10
GO:0072385,
GO:0072386,
GO:0072387,
GO:0072388,
GO:0072389,
GO:0072393,
GO:0072396,APAF1
GO:0072402,APAF1
GO:0072414,APAF1
GO:0072423,APAF1
GO:0072429,
GO:0072432,APAF1
GO:0072487,
GO:0072488,SLC12A7
GO:0072497,
GO:0072498,OSR2
GO:0072498,OSR1
GO:0072498,HOXA11
GO:0072502,GCM2
GO:0072502,ENPP1
GO:0072503,GCM2
GO:0072503,BCAP31
GO:0072503,DMPK
GO:0072503,TNNC1
GO:0072503,CCDC47
GO:0072503,RMDN3
GO:0072503,ATP2C2
GO:0072503,CHERP
GO:0072503,HERPUD1
GO:0072503,TMEM165
GO:0072503,BAX
GO:0072503,ATP13A2
GO:0072503,MICU2
GO:0072503,SLC24A5
GO:0072506,GCM2
GO:0072506,ENPP1
GO:0072506,FGFR4
GO:0072507,GCM2
GO:0072507,BCAP31
GO:0072507,DMPK
GO:0072507,TNNC1
GO:0072507,CCDC47
GO:0072507,RMDN3
GO:0072507,ATP2C2
GO:0072507,CHERP
GO:0072507,HERPUD1
GO:0072507,TMEM165
GO:0072507,BAX
GO:0072507,ATP13A2
GO:0072507,MICU2
GO:0072507,SLC24A5
GO:0072513,
GO:0072518,
GO:0072520,SMAD4
GO:0072520,BACH1
GO:0072521,PFKFB1
GO:0072521,NDUFA13
GO:0072521,GUCY2D
GO:0072521,TECR
GO:0072521,AK2
GO:0072521,HSD17B4
GO:0072521,NDUFB1
GO:0072521,OGDHL
GO:0072521,NUDT3
GO:0072521,LDHA
GO:0072521,ENPP1
GO:0072521,ENPP4
GO:0072521,NUDT16
GO:0072521,MLYCD
GO:0072521,NDUFV2
GO:0072521,PDE8B
GO:0072521,PDHX
GO:0072521,ACOT8
GO:0072521,TPI1
GO:0072521,ELOVL4
GO:0072521,HMGCS1
GO:0072521,ACSL1
GO:0072521,CMC2
GO:0072521,OXSM
GO:0072521,DCAKD
GO:0072521,ENTPD7
GO:0072521,CASK
GO:0072521,ACSL4
GO:0072521,COASY
GO:0072521,TPST2
GO:0072521,SLC25A16
GO:0072521,MTAP
GO:0072521,NDUFS7
GO:0072521,ALDOB
GO:0072521,PDE7A
GO:0072521,RAN
GO:0072521,PRTFDC1
GO:0072522,PDHX
GO:0072522,NDUFA13
GO:0072522,GUCY2D
GO:0072522,ELOVL4
GO:0072522,ACSL1
GO:0072522,CMC2
GO:0072522,DCAKD
GO:0072522,TECR
GO:0072522,AK2
GO:0072522,NDUFB1
GO:0072522,ACSL4
GO:0072522,COASY
GO:0072522,SLC25A16
GO:0072522,MTAP
GO:0072522,NDUFS7
GO:0072522,MLYCD
GO:0072522,NDUFV2
GO:0072522,PRTFDC1
GO:0072523,ENPP4
GO:0072523,NUDT16
GO:0072523,MLYCD
GO:0072523,PDE7A
GO:0072523,PDE8B
GO:0072523,NUDT3
GO:0072524,NADK2
GO:0072524,G6PD
GO:0072524,H6PD
GO:0072524,MDH1
GO:0072524,RPE
GO:0072524,DCXR
GO:0072524,HAAO
GO:0072524,PNPO
GO:0072524,CD38
GO:0072524,TKT
GO:0072524,PARP9
GO:0072525,NADK2
GO:0072525,HAAO
GO:0072525,PNPO
GO:0072525,PARP9
GO:0072526,
GO:0072527,TKTL1
GO:0072527,NEIL2
GO:0072527,ENTPD7
GO:0072527,TBPL1
GO:0072528,TBPL1
GO:0072529,NEIL2
GO:0072529,ENTPD7
GO:0072530,SLC25A42
GO:0072531,SLC25A36
GO:0072534,TNR
GO:0072536,
GO:0072537,GCLM
GO:0072538,ENTPD7
GO:0072539,ENTPD7
GO:0072540,
GO:0072541,
GO:0072542,
GO:0072544,GPR143
GO:0072545,GPR143
GO:0072546,EMC2
GO:0072546,EMC10
GO:0072553,SLITRK3
GO:0072554,DLL4
GO:0072555,
GO:0072557,
GO:0072558,
GO:0072559,DHX33
GO:0072560,NKX6-1
GO:0072562,HPX
GO:0072562,DNPEP
GO:0072562,C8G
GO:0072562,FN1
GO:0072562,SLC2A1
GO:0072562,EIF2A
GO:0072563,
GO:0072570,PARP9
GO:0072571,
GO:0072572,AIFM1
GO:0072573,
GO:0072574,PROX1
GO:0072575,PROX1
GO:0072576,PROX1
GO:0072577,BMPR2
GO:0072577,TNF
GO:0072578,SLITRK3
GO:0072579,
GO:0072582,
GO:0072583,LMBRD1
GO:0072583,HIP1
GO:0072583,CLTB
GO:0072583,GPR107
GO:0072584,
GO:0072588,
GO:0072589,
GO:0072590,RIMKLB
GO:0072591,RIMKLB
GO:0072592,
GO:0072593,NDUFA13
GO:0072593,SH3PXD2A
GO:0072593,NOS2
GO:0072593,SESN1
GO:0072593,VAV1
GO:0072594,IPO13
GO:0072594,IPO11
GO:0072594,TRAM1
GO:0072594,NDUFA13
GO:0072594,TSG101
GO:0072594,NUP188
GO:0072594,TIMM9
GO:0072594,PIK3R4
GO:0072594,PTTG1IP
GO:0072594,ABRA
GO:0072594,PEX26
GO:0072594,HERPUD1
GO:0072594,HSPD1
GO:0072594,BAG6
GO:0072594,SAMM50
GO:0072594,AIFM1
GO:0072594,SIX2
GO:0072594,TIMM17A
GO:0072594,HACL1
GO:0072594,BID
GO:0072594,BCAP31
GO:0072594,PIH1D1
GO:0072594,SSR3
GO:0072594,NCOA4
GO:0072594,AIP
GO:0072594,VPS37A
GO:0072594,IMP4
GO:0072594,PEX10
GO:0072594,SRP68
GO:0072594,RGP1
GO:0072594,OXA1L
GO:0072594,SPCS3
GO:0072594,TMCO6
GO:0072594,ZFYVE16
GO:0072594,MIP
GO:0072594,VPS41
GO:0072594,BAX
GO:0072594,RAN
GO:0072594,RAB7A
GO:0072595,INSIG1
GO:0072599,BAG6
GO:0072599,SPCS3
GO:0072599,TRAM1
GO:0072599,SSR3
GO:0072599,SRP68
GO:0072599,HERPUD1
GO:0072655,BCAP31
GO:0072655,OXA1L
GO:0072655,NDUFA13
GO:0072655,SAMM50
GO:0072655,AIFM1
GO:0072655,MIP
GO:0072655,TIMM9
GO:0072655,AIP
GO:0072655,TIMM17A
GO:0072655,BAX
GO:0072655,BID
GO:0072655,HSPD1
GO:0072656,
GO:0072657,TRAM1
GO:0072657,NDUFA13
GO:0072657,TIMM9
GO:0072657,CCDC47
GO:0072657,ITGB2
GO:0072657,LRRC4
GO:0072657,EMC10
GO:0072657,ATP2C2
GO:0072657,PRKCZ
GO:0072657,TNF
GO:0072657,PEX26
GO:0072657,BAG6
GO:0072657,BAG4
GO:0072657,SAMM50
GO:0072657,ARL13B
GO:0072657,EPB41L3
GO:0072657,MICALL1
GO:0072657,EMC2
GO:0072657,SLITRK3
GO:0072657,BID
GO:0072657,GPR158
GO:0072657,FYB2
GO:0072657,MUSK
GO:0072657,KCNB2
GO:0072657,PTCH1
GO:0072657,SSR3
GO:0072657,GOLPH3L
GO:0072657,VPS37A
GO:0072657,EMP2
GO:0072657,HPS6
GO:0072657,TTC7A
GO:0072657,SRP68
GO:0072657,FAM126B
GO:0072657,FAM126A
GO:0072657,OXA1L
GO:0072657,GORASP2
GO:0072657,PICK1
GO:0072657,CPE
GO:0072657,BAX
GO:0072657,DCHS1
GO:0072657,RAB7A
GO:0072658,
GO:0072659,FYB2
GO:0072659,KCNB2
GO:0072659,PTCH1
GO:0072659,GOLPH3L
GO:0072659,EMP2
GO:0072659,ATP2C2
GO:0072659,TTC7A
GO:0072659,FAM126B
GO:0072659,PRKCZ
GO:0072659,FAM126A
GO:0072659,TNF
GO:0072659,BAG4
GO:0072659,GORASP2
GO:0072659,EPB41L3
GO:0072659,DCHS1
GO:0072659,GPR158
GO:0072659,RAB7A
GO:0072660,
GO:0072662,PEX10
GO:0072662,HACL1
GO:0072662,PEX26
GO:0072663,PEX10
GO:0072663,HACL1
GO:0072663,PEX26
GO:0072665,LMBRD1
GO:0072665,ZFYVE16
GO:0072665,TSG101
GO:0072665,VPS41
GO:0072665,NCOA4
GO:0072665,PIK3R4
GO:0072665,ATP13A2
GO:0072665,VPS37A
GO:0072665,RAB7A
GO:0072666,ZFYVE16
GO:0072666,TSG101
GO:0072666,VPS41
GO:0072666,NCOA4
GO:0072666,PIK3R4
GO:0072666,VPS37A
GO:0072666,RAB7A
GO:0072669,DDX1
GO:0072669,ZBTB8OS
GO:0072672,
GO:0072673,
GO:0072674,SH3PXD2A
GO:0072675,SH3PXD2A
GO:0072676,TBX21
GO:0072676,CKLF
GO:0072677,SCG2
GO:0072678,
GO:0072679,
GO:0072683,
GO:0072684,ELAC2
GO:0072686,DR1
GO:0072686,RMDN3
GO:0072686,HAUS3
GO:0072686,DCDC2
GO:0072686,KIF23
GO:0072686,CAPG
GO:0072686,WDR62
GO:0072686,SKA3
GO:0072686,TBCK
GO:0072686,NEIL2
GO:0072686,TADA2A
GO:0072686,RACGAP1
GO:0072686,YEATS2
GO:0072686,MAK
GO:0072686,TADA3
GO:0072686,MBIP
GO:0072686,MAPRE3
GO:0072686,TMEM9
GO:0072686,IKBKG
GO:0072686,ARHGEF7
GO:0072686,YPEL5
GO:0072687,
GO:0072695,
GO:0072697,
GO:0072698,NUDCD3
GO:0072698,CCDC14
GO:0072698,MAPRE3
GO:0072702,
GO:0072703,
GO:0072706,
GO:0072707,
GO:0072708,
GO:0072709,
GO:0072710,TIMELESS
GO:0072711,TIMELESS
GO:0072714,
GO:0072715,
GO:0072716,
GO:0072717,
GO:0072718,TIMELESS
GO:0072719,TIMELESS
GO:0072720,CERS1
GO:0072721,CERS1
GO:0072733,
GO:0072734,
GO:0072737,
GO:0072738,
GO:0072739,JUN
GO:0072740,JUN
GO:0072749,
GO:0072750,
GO:0072752,
GO:0072755,
GO:0072757,
GO:0075294,FURIN
GO:0075506,
GO:0075509,CTSL
GO:0075512,
GO:0075519,
GO:0075521,
GO:0075522,SSB
GO:0075522,PCBP2
GO:0075522,EIF3D
GO:0075523,
GO:0075525,EIF3D
GO:0075606,
GO:0075713,
GO:0075732,
GO:0075733,
GO:0080008,DET1
GO:0080008,GLMN
GO:0080008,DCAF12
GO:0080009,METTL14
GO:0080009,TRMT10C
GO:0080009,TRMT61A
GO:0080009,CMTR2
GO:0080019,
GO:0080021,
GO:0080023,
GO:0080025,HIP1
GO:0080025,SNX14
GO:0080025,ATP13A2
GO:0080030,
GO:0080048,
GO:0080058,
GO:0080079,
GO:0080084,
GO:0080090,SERPINE2
GO:0080090,ABAT
GO:0080090,BACH1
GO:0080090,ELK3
GO:0080090,BHMG1
GO:0080090,MEIOSIN
GO:0080090,NUB1
GO:0080090,MSANTD1
GO:0080090,RAVER1
GO:0080090,SOX17
GO:0080090,ZMIZ2
GO:0080090,GPBP1
GO:0080090,MLYCD
GO:0080090,TSPYL2
GO:0080090,ACOT8
GO:0080090,STARD4
GO:0080090,MBNL1
GO:0080090,DAPK1
GO:0080090,PIH1D1
GO:0080090,MRTFB
GO:0080090,RC3H1
GO:0080090,WDR82
GO:0080090,SARNP
GO:0080090,RFX5
GO:0080090,RD3
GO:0080090,BAZ2A
GO:0080090,PRDM13
GO:0080090,MTMR4
GO:0080090,OAZ1
GO:0080090,PRKCZ
GO:0080090,PRDM10
GO:0080090,GLG1
GO:0080090,GIGYF2
GO:0080090,HPX
GO:0080090,C5
GO:0080090,RDH10
GO:0080090,VPS11
GO:0080090,ATG7
GO:0080090,CDK18
GO:0080090,WNT10B
GO:0080090,PLK3
GO:0080090,JUN
GO:0080090,FN1
GO:0080090,POU6F2
GO:0080090,UPF3B
GO:0080090,NFATC1
GO:0080090,NR1D1
GO:0080090,LARP4
GO:0080090,NFATC4
GO:0080090,MLLT11
GO:0080090,CPEB1
GO:0080090,EIF5
GO:0080090,TADA2A
GO:0080090,EIF6
GO:0080090,TOLLIP
GO:0080090,NOSTRIN
GO:0080090,RAD17
GO:0080090,MMS19
GO:0080090,CPEB4
GO:0080090,PSME3IP1
GO:0080090,CDKN1C
GO:0080090,SETD7
GO:0080090,SHB
GO:0080090,PHF8
GO:0080090,PQBP1
GO:0080090,AIFM1
GO:0080090,ELOA
GO:0080090,IKBKG
GO:0080090,BRD3
GO:0080090,UPF1
GO:0080090,LRRC46
GO:0080090,ANXA3
GO:0080090,SIRT4
GO:0080090,EMP2
GO:0080090,BAZ1B
GO:0080090,RNF168
GO:0080090,BACE2
GO:0080090,PSMA3
GO:0080090,MTF1
GO:0080090,MED20
GO:0080090,TCP1
GO:0080090,PPARA
GO:0080090,TKT
GO:0080090,ASAH1
GO:0080090,WNT8A
GO:0080090,HOXD11
GO:0080090,ZNF469
GO:0080090,ALKAL2
GO:0080090,BID
GO:0080090,TRMT10C
GO:0080090,UTP4
GO:0080090,USP9X
GO:0080090,F12
GO:0080090,ELP1
GO:0080090,RRP1B
GO:0080090,GTF2H3
GO:0080090,HINFP
GO:0080090,GATAD2A
GO:0080090,PHF5A
GO:0080090,PSMC6
GO:0080090,LPCAT3
GO:0080090,ZNF217
GO:0080090,LAMTOR1
GO:0080090,ZNF574
GO:0080090,CCNT2
GO:0080090,ZBTB25
GO:0080090,GMNN
GO:0080090,YEATS4
GO:0080090,BZW1
GO:0080090,TNF
GO:0080090,EFEMP1
GO:0080090,SCMH1
GO:0080090,CHP1
GO:0080090,CIR1
GO:0080090,KMT5B
GO:0080090,NUDT16
GO:0080090,PITX2
GO:0080090,ZBTB39
GO:0080090,MYLIP
GO:0080090,USP7
GO:0080090,MAP2K1
GO:0080090,SWAP70
GO:0080090,AIP
GO:0080090,DYRK1A
GO:0080090,MUL1
GO:0080090,ZBTB33
GO:0080090,DGKZ
GO:0080090,MORF4L1
GO:0080090,MAK
GO:0080090,FKBP8
GO:0080090,PHIP
GO:0080090,MAPKAPK5
GO:0080090,GLYR1
GO:0080090,PFKFB1
GO:0080090,CPB2
GO:0080090,INSIG1
GO:0080090,IREB2
GO:0080090,HSPBP1
GO:0080090,NPAS2
GO:0080090,MTM1
GO:0080090,BAG6
GO:0080090,BAG4
GO:0080090,HMBOX1
GO:0080090,ATG101
GO:0080090,STK36
GO:0080090,ORC3
GO:0080090,MBIP
GO:0080090,SMYD1
GO:0080090,SMYD3
GO:0080090,NKX6-1
GO:0080090,SOCS7
GO:0080090,DR1
GO:0080090,GLMN
GO:0080090,STYX
GO:0080090,FANCA
GO:0080090,DHCR24
GO:0080090,HOPX
GO:0080090,COPS3
GO:0080090,DAB2
GO:0080090,SON
GO:0080090,COPS5
GO:0080090,YEATS2
GO:0080090,TADA3
GO:0080090,SPIRE1
GO:0080090,SP5
GO:0080090,MDM4
GO:0080090,HPSE
GO:0080090,COPS8
GO:0080090,ZNF654
GO:0080090,ZNF410
GO:0080090,LHX8
GO:0080090,BMPR2
GO:0080090,BNC1
GO:0080090,ITGB2
GO:0080090,DUSP12
GO:0080090,METTL14
GO:0080090,HHEX
GO:0080090,MDK
GO:0080090,PPP6R3
GO:0080090,ZNF646
GO:0080090,AMH
GO:0080090,SH3D19
GO:0080090,APAF1
GO:0080090,SH2D3C
GO:0080090,DNMT3A
GO:0080090,ADRA2B
GO:0080090,RAD23B
GO:0080090,TIRAP
GO:0080090,PATL2
GO:0080090,TRAF3
GO:0080090,HAND2
GO:0080090,MCM3
GO:0080090,ITGA8
GO:0080090,SEC22B
GO:0080090,SLC25A12
GO:0080090,AGXT
GO:0080090,CERS1
GO:0080090,BIRC2
GO:0080090,HDAC4
GO:0080090,RNF34
GO:0080090,PRKAA2
GO:0080090,UHRF1
GO:0080090,SRF
GO:0080090,ITIH6
GO:0080090,FURIN
GO:0080090,NOD1
GO:0080090,NLRC3
GO:0080090,SRI
GO:0080090,PPM1D
GO:0080090,PPM1F
GO:0080090,DNAJB6
GO:0080090,E2F2
GO:0080090,RFFL
GO:0080090,FNIP1
GO:0080090,E2F8
GO:0080090,FKTN
GO:0080090,SMARCE1
GO:0080090,PTPN1
GO:0080090,NTRK2
GO:0080090,ASCC1
GO:0080090,IRX4
GO:0080090,KLF7
GO:0080090,KLF5
GO:0080090,ASXL3
GO:0080090,CTH
GO:0080090,ASXL2
GO:0080090,POLR3F
GO:0080090,PDCD4
GO:0080090,CEBPZ
GO:0080090,PTPN6
GO:0080090,EIF3D
GO:0080090,SMARCAL1
GO:0080090,CCNI
GO:0080090,JMJD1C
GO:0080090,IKZF1
GO:0080090,ERFE
GO:0080090,ABRA
GO:0080090,RASSF1
GO:0080090,RASSF2
GO:0080090,TRIM29
GO:0080090,OGFOD1
GO:0080090,DPF1
GO:0080090,DAG1
GO:0080090,PDK2
GO:0080090,EIF2A
GO:0080090,ABT1
GO:0080090,EPHA4
GO:0080090,SMARCC2
GO:0080090,MUSK
GO:0080090,ACSL1
GO:0080090,NFKBIL1
GO:0080090,PAQR3
GO:0080090,SRRM1
GO:0080090,BTC
GO:0080090,SOAT1
GO:0080090,CCNY
GO:0080090,PPP1R3E
GO:0080090,PPP1R3D
GO:0080090,PPP1R42
GO:0080090,DNA2
GO:0080090,ZNF830
GO:0080090,EPHA1
GO:0080090,L3MBTL1
GO:0080090,NECAB3
GO:0080090,PAXIP1
GO:0080090,DCUN1D5
GO:0080090,DCUN1D4
GO:0080090,TMTC3
GO:0080090,PIK3R4
GO:0080090,GSKIP
GO:0080090,PPP1R3A
GO:0080090,PTTG1IP
GO:0080090,RTF1
GO:0080090,HTATSF1
GO:0080090,PIK3R6
GO:0080090,APH1A
GO:0080090,DHX33
GO:0080090,NHLH1
GO:0080090,DPH3
GO:0080090,PCBP2
GO:0080090,SYMPK
GO:0080090,ZNF821
GO:0080090,FAM192A
GO:0080090,DPH7
GO:0080090,RBM10
GO:0080090,ZRANB3
GO:0080090,TRAP1
GO:0080090,EGR3
GO:0080090,YES1
GO:0080090,GADD45A
GO:0080090,IGF2
GO:0080090,TRERF1
GO:0080090,ZBTB6
GO:0080090,PPP1R1B
GO:0080090,LRRN1
GO:0080090,DHX29
GO:0080090,RCOR3
GO:0080090,RCOR1
GO:0080090,CC2D1A
GO:0080090,DCP1B
GO:0080090,BARHL1
GO:0080090,DAZAP2
GO:0080090,DET1
GO:0080090,CSRNP2
GO:0080090,TRAM1
GO:0080090,HIP1
GO:0080090,INTS14
GO:0080090,FASTKD1
GO:0080090,PTPRN
GO:0080090,NAT10
GO:0080090,WFDC1
GO:0080090,SRA1
GO:0080090,VLDLR
GO:0080090,LIMD1
GO:0080090,MEOX2
GO:0080090,HERPUD1
GO:0080090,SYNCRIP
GO:0080090,HNF4A
GO:0080090,SUFU
GO:0080090,ARIH2
GO:0080090,CD38
GO:0080090,ANKRD2
GO:0080090,FEZF2
GO:0080090,PRMT5
GO:0080090,ZHX3
GO:0080090,ATMIN
GO:0080090,NCOA6
GO:0080090,NCOA3
GO:0080090,NCOA4
GO:0080090,GFRA1
GO:0080090,PROX1
GO:0080090,COMMD6
GO:0080090,PARP9
GO:0080090,CBFA2T3
GO:0080090,ZHX1
GO:0080090,MLF1
GO:0080090,RNF144B
GO:0080090,TOX2
GO:0080090,HNRNPH1
GO:0080090,IL1B
GO:0080090,CNEP1R1
GO:0080090,STRAP
GO:0080090,MAPRE3
GO:0080090,HNRNPH3
GO:0080090,PABPC1
GO:0080090,VGLL2
GO:0080090,DCP2
GO:0080090,RAB7A
GO:0080090,FOXC2
GO:0080090,XIAP
GO:0080090,SERTAD2
GO:0080090,CXCR3
GO:0080090,CREG1
GO:0080090,METTL5
GO:0080090,GPBP1L1
GO:0080090,EXOSC3
GO:0080090,RXRG
GO:0080090,GINS1
GO:0080090,SUZ12
GO:0080090,BCAP31
GO:0080090,PTGES3
GO:0080090,CAVIN4
GO:0080090,ERBIN
GO:0080090,RPA2
GO:0080090,RGP1
GO:0080090,F2RL1
GO:0080090,CAMK1
GO:0080090,TARDBP
GO:0080090,MIDN
GO:0080090,NDUFA13
GO:0080090,CRTC1
GO:0080090,ICE2
GO:0080090,KDM1B
GO:0080090,WWC2
GO:0080090,HOXA11
GO:0080090,BMPER
GO:0080090,PLAU
GO:0080090,ENPP1
GO:0080090,PDE8B
GO:0080090,CARD10
GO:0080090,GHSR
GO:0080090,OSR2
GO:0080090,G6PD
GO:0080090,PCID2
GO:0080090,LMO4
GO:0080090,APLP2
GO:0080090,OSR1
GO:0080090,CASK
GO:0080090,ATP1B4
GO:0080090,POU3F3
GO:0080090,PSPC1
GO:0080090,TIMELESS
GO:0080090,GCM2
GO:0080090,TSG101
GO:0080090,H6PD
GO:0080090,DDX1
GO:0080090,DHRS7B
GO:0080090,TASP1
GO:0080090,PACSIN3
GO:0080090,USP50
GO:0080090,SUDS3
GO:0080090,DMAP1
GO:0080090,SMAD4
GO:0080090,CRTAP
GO:0080090,PTCH1
GO:0080090,ALYREF
GO:0080090,AZIN2
GO:0080090,CNOT10
GO:0080090,EVX2
GO:0080090,EIF2S1
GO:0080090,TDRD3
GO:0080090,GDNF
GO:0080090,CCPG1
GO:0080090,JMY
GO:0080090,PHF14
GO:0080090,UBE2N
GO:0080090,TAB2
GO:0080090,GRSF1
GO:0080090,FGFR4
GO:0080090,UBE2K
GO:0080090,MYF5
