Orthogroup,Gene,Branch-Site (null/alt),LRT (BS),P-value (BS),Adj. P-value (BS),Site (null/alt),LRT (S),P-value (S),Adj. P-value (S),Signal
OG0011433,CEACAM5,bsA1/bsA,131.191,0,0,M1/M2,17.4,0,0.001,PS_fg_bg
OG0006485,CMC4,bsA1/bsA,19.009,0,0,M1/M2,14.156,0.001,0.006,PS_fg_bg
OG0012136,PLIN2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009978,STK40,bsA1/bsA,0,0.984,1,M1/M2,0,1,1,no_PS
OG0011658,NDUFB1,bsA1/bsA,26.192,0,0,M1/M2,0.332,0.847,1,PS_fg
OG0006015,CCNY,bsA1/bsA,101.047,0,0,M1/M2,0.181,0.913,1,PS_fg
OG0010915,SNRPE,bsA1/bsA,0,1,1,M1/M2,1.156,0.561,1,no_PS
OG0009575,TMEM106C,bsA1/bsA,33.532,0,0,M1/M2,33.008,0,0,PS_fg_bg
OG0006444,ITPKA,bsA1/bsA,0.001,0.981,1,M1/M2,0.585,0.746,1,no_PS
OG0007771,FZD3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006334,TMEM26,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007980,IL12RB2,bsA1/bsA,0,1,1,M1/M2,13.674,0.001,0.007,PS_bg
OG0012637,STEAP4,bsA1/bsA,47.262,0,0,M1/M2,41.55,0,0,PS_fg_bg
OG0008441,,bsA1/bsA,3.79,0.052,0.109,M1/M2,169.837,0,0,PS_bg
OG0007005,EEF1AKMT3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013414,TSPAN8,bsA1/bsA,3.314,0.069,0.141,M1/M2,37.351,0,0,PS_bg
OG0009282,ACVR2B,bsA1/bsA,0,0.999,1,M1/M2,12.227,0.002,0.014,no_PS
OG0014221,NT5C3A,bsA1/bsA,51.549,0,0,M1/M2,110.509,0,0,PS_fg_bg
OG0006592,CUNH11ORF42 C6H11ORF42,bsA1/bsA,2.733,0.098,0.196,M1/M2,0,1,1,no_PS
OG0010668,HEPACAM2,bsA1/bsA,0,1,1,M1/M2,10.203,0.006,0.035,no_PS
OG0011147,SMAGP,bsA1/bsA,2.475,0.116,0.227,M1/M2,0.587,0.746,1,no_PS
OG0013784,SNRNP27,bsA1/bsA,87.787,0,0,M1/M2,0.112,0.946,1,PS_fg
OG0013198,MED6,bsA1/bsA,0.008,0.927,1,M1/M2,0,1,1,no_PS
OG0013266,,bsA1/bsA,28.344,0,0,M1/M2,1.095,0.578,1,PS_fg
OG0011755,LRRC28,bsA1/bsA,235.317,0,0,M1/M2,2.396,0.302,0.863,PS_fg
OG0010460,HSBP1L1,bsA1/bsA,0,1,1,M1/M2,2.718,0.257,0.768,no_PS
OG0006551,GRK6,bsA1/bsA,157.029,0,0,M1/M2,0.669,0.716,1,PS_fg
OG0005662,PKNOX1,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0013031,HMCES,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009317,,bsA1/bsA,0,1,1,M1/M2,1.56,0.458,1,no_PS
OG0008507,REEP2,bsA1/bsA,67.431,0,0,M1/M2,1.127,0.569,1,PS_fg
OG0010942,GSC,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012168,,bsA1/bsA,,,,M1/M2,0.423,0.809,1,poor_fit
OG0006490,ZNF185,bsA1/bsA,26.138,0,0,M1/M2,1.735,0.42,1,PS_fg
OG0007261,COCH,bsA1/bsA,40.031,0,0,M1/M2,11.526,0.003,0.02,PS_fg
OG0006343,NFKB2,bsA1/bsA,192.877,0,0,M1/M2,0,1,1,PS_fg
OG0009372,MRPL50,bsA1/bsA,6.862,0.009,0.021,M1/M2,4.296,0.117,0.416,no_PS
OG0010031,RPRD1B,bsA1/bsA,113.773,0,0,M1/M2,0,1,1,PS_fg
OG0013794,AAK1,bsA1/bsA,149.697,0,0,M1/M2,0,1,1,PS_fg
OG0011102,AURKA,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007988,IKBIP,bsA1/bsA,0,1,1,M1/M2,1.381,0.501,1,no_PS
OG0007644,CRYBG3,bsA1/bsA,36.379,0,0,M1/M2,4.852,0.088,0.333,PS_fg
OG0010900,PRICKLE4,bsA1/bsA,50.605,0,0,M1/M2,8.509,0.014,0.073,PS_fg
OG0010903,USP49,bsA1/bsA,38.482,0,0,M1/M2,0,1,1,PS_fg
OG0009974,TDO2,bsA1/bsA,7.196,0.007,0.017,M1/M2,0,1,1,no_PS
OG0011483,,bsA1/bsA,,,,M1/M2,56.466,0,0,poor_fit
OG0006608,SLC35D3,bsA1/bsA,0,0.998,1,M1/M2,1.187,0.552,1,no_PS
OG0006078,,bsA1/bsA,18.222,0,0,M1/M2,0,1,1,PS_fg
OG0007861,,bsA1/bsA,3.42,0.064,0.133,M1/M2,1.502,0.472,1,no_PS
OG0005680,DYRK1A,bsA1/bsA,24.764,0,0,M1/M2,1.402,0.496,1,PS_fg
OG0009640,GXYLT1,bsA1/bsA,0.001,0.978,1,M1/M2,27.742,0,0,PS_bg
OG0014297,FOXRED1,bsA1/bsA,4.9,0.027,0.059,M1/M2,2.689,0.261,0.775,no_PS
OG0011416,DPH3,bsA1/bsA,8.907,0.003,0.007,M1/M2,0,1,1,PS_fg
OG0011569,,bsA1/bsA,2.06,0.151,0.289,M1/M2,0,1,1,no_PS
OG0008985,GPR151,bsA1/bsA,0,1,1,M1/M2,0.124,0.94,1,no_PS
OG0005843,TRABD,bsA1/bsA,0,1,1,M1/M2,1.836,0.399,1,no_PS
OG0013143,NECAB2,bsA1/bsA,617.169,0,0,M1/M2,0,1,1,PS_fg
OG0012861,GMFB,bsA1/bsA,0,1,1,M1/M2,0.176,0.916,1,no_PS
OG0013945,STRBP,bsA1/bsA,0,1,1,M1/M2,24.345,0,0,PS_bg
OG0012738,RNF6,bsA1/bsA,0,0.999,1,M1/M2,19.302,0,0.001,PS_bg
OG0008426,CCNL1,bsA1/bsA,0,1,1,M1/M2,0.109,0.947,1,no_PS
OG0014075,SCAMP1,bsA1/bsA,0.05,0.823,1,M1/M2,4.701,0.095,0.355,no_PS
OG0009258,ITGB5,bsA1/bsA,,,,M1/M2,2.886,0.236,0.72,poor_fit
OG0012394,SEC22A,bsA1/bsA,53.833,0,0,M1/M2,0.055,0.973,1,PS_fg
OG0010775,PEX16,bsA1/bsA,8.206,0.004,0.01,M1/M2,9.667,0.008,0.044,no_PS
OG0005479,HSF2,bsA1/bsA,0,1,1,M1/M2,9.775,0.008,0.042,no_PS
OG0014299,DCPS,bsA1/bsA,0,1,1,M1/M2,0.005,0.998,1,no_PS
OG0013893,,bsA1/bsA,15.211,0,0,M1/M2,0,1,1,PS_fg
OG0010027,CEP44,bsA1/bsA,0,1,1,M1/M2,0.753,0.686,1,no_PS
OG0012723,FHL2,bsA1/bsA,49.478,0,0,M1/M2,16.831,0,0.002,PS_fg_bg
OG0012787,MAN1A1,bsA1/bsA,0,1,1,M1/M2,15.2,0.001,0.004,PS_bg
OG0006048,,bsA1/bsA,15.172,0,0,M1/M2,0,1,1,PS_fg
OG0012877,,bsA1/bsA,0,1,1,M1/M2,0.968,0.616,1,no_PS
OG0006654,ZNF692,bsA1/bsA,0,0.999,1,M1/M2,0.074,0.964,1,no_PS
OG0014125,TMEM106B,bsA1/bsA,0.078,0.78,1,M1/M2,0,1,1,no_PS
OG0011611,CNPPD1,bsA1/bsA,0.973,0.324,0.576,M1/M2,0,1,1,no_PS
OG0009466,DGKG,bsA1/bsA,14.804,0,0,M1/M2,0.047,0.977,1,PS_fg
OG0008240,CUNH16ORF87 C14H16ORF87,bsA1/bsA,60.414,0,0,M1/M2,0,1,1,PS_fg
OG0011032,FAM107A,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0005514,SLC17A9,bsA1/bsA,0.783,0.376,0.659,M1/M2,0,1,1,no_PS
OG0012131,ORAI2,bsA1/bsA,130.868,0,0,M1/M2,2.537,0.281,0.82,PS_fg
OG0014061,LPAR2,bsA1/bsA,0,0.999,1,M1/M2,0.292,0.864,1,no_PS
OG0010233,CUNH16ORF72 C14H16ORF72,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009351,,bsA1/bsA,0.14,0.709,1,M1/M2,8.667,0.013,0.068,no_PS
OG0010663,TSPAN9,bsA1/bsA,37.144,0,0,M1/M2,13.021,0.001,0.01,PS_fg_bg
OG0009356,CSTA,bsA1/bsA,9.683,0.002,0.005,M1/M2,0.001,0.999,1,PS_fg
OG0007369,SSR2,bsA1/bsA,0,1,1,M1/M2,7.762,0.021,0.1,no_PS
OG0007331,STX5,bsA1/bsA,19.471,0,0,M1/M2,0,1,1,PS_fg
OG0007972,SRSF11,bsA1/bsA,62.487,0,0,M1/M2,0.051,0.975,1,PS_fg
OG0007477,GLTP,bsA1/bsA,0,0.998,1,M1/M2,0,1,1,no_PS
OG0008170,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0014151,SMOC2,bsA1/bsA,7.388,0.007,0.016,M1/M2,1.059,0.589,1,no_PS
OG0008707,GRPR,bsA1/bsA,0,1,1,M1/M2,2.67,0.263,0.78,no_PS
OG0013898,ZDHHC12,bsA1/bsA,0.803,0.37,0.65,M1/M2,0,1,1,no_PS
OG0010901,,bsA1/bsA,2.001,0.157,0.299,M1/M2,30.795,0,0,PS_bg
OG0007731,PDE4D,bsA1/bsA,132.727,0,0,M1/M2,561.181,0,0,PS_fg_bg
OG0005506,CCDC38,bsA1/bsA,0,1,1,M1/M2,12.305,0.002,0.014,no_PS
OG0012514,TAMM41,bsA1/bsA,213.195,0,0,M1/M2,1.144,0.564,1,PS_fg
OG0008033,CRTC1,bsA1/bsA,40.747,0,0,M1/M2,0.724,0.696,1,PS_fg
OG0013019,GORAB,bsA1/bsA,0,1,1,M1/M2,93.01,0,0,PS_bg
OG0014048,SGTB,bsA1/bsA,,,,M1/M2,0.001,1,1,poor_fit
OG0005779,CRLF1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013625,EXOSC1,bsA1/bsA,114.287,0,0,M1/M2,0,1,1,PS_fg
OG0005940,MYOZ2,bsA1/bsA,45.406,0,0,M1/M2,2.945,0.229,0.705,PS_fg
OG0013677,ARMC7,bsA1/bsA,0,1,1,M1/M2,17.15,0,0.002,PS_bg
OG0012899,TAGLN,bsA1/bsA,25.199,0,0,M1/M2,7.29,0.026,0.123,PS_fg
OG0007928,RNF4,bsA1/bsA,0.183,0.669,1,M1/M2,0,1,1,no_PS
OG0009715,VAT1L,bsA1/bsA,0,1,1,M1/M2,17.546,0,0.001,PS_bg
OG0011788,HDGFL3,bsA1/bsA,0,1,1,M1/M2,17.797,0,0.001,PS_bg
OG0014153,SLC35B3,bsA1/bsA,86.399,0,0,M1/M2,118.534,0,0,PS_fg_bg
OG0011302,RPIA,bsA1/bsA,0,1,1,M1/M2,28.451,0,0,PS_bg
OG0013623,MMS19,bsA1/bsA,667.729,0,0,M1/M2,3.707,0.157,0.524,PS_fg
OG0008987,DPYSL3,bsA1/bsA,135.21,0,0,M1/M2,52.514,0,0,PS_fg_bg
OG0006251,XKR8,bsA1/bsA,0.94,0.332,0.589,M1/M2,0.095,0.953,1,no_PS
OG0014018,SPTBN2,bsA1/bsA,4.821,0.028,0.062,M1/M2,24.186,0,0,PS_bg
OG0009358,TTC32,bsA1/bsA,0,1,1,M1/M2,2.687,0.261,0.775,no_PS
OG0008543,SUPT7L,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011503,ANKRD63,bsA1/bsA,35.222,0,0,M1/M2,24.408,0,0,PS_fg_bg
OG0006478,SASH3,bsA1/bsA,65.784,0,0,M1/M2,0,1,1,PS_fg
OG0006152,ARTN,bsA1/bsA,15.579,0,0,M1/M2,116.442,0,0,PS_fg_bg
OG0013538,BACH2,bsA1/bsA,3.968,0.046,0.098,M1/M2,0,1,1,no_PS
OG0005913,MARCH8,bsA1/bsA,12.286,0,0.001,M1/M2,0.007,0.997,1,PS_fg
OG0010709,FAM76B,bsA1/bsA,29.851,0,0,M1/M2,0.458,0.795,1,PS_fg
OG0012235,PPM1H,bsA1/bsA,73.375,0,0,M1/M2,2.323,0.313,0.885,PS_fg
OG0011039,P4HTM,bsA1/bsA,243.515,0,0,M1/M2,1.705,0.426,1,PS_fg
OG0010626,TUBGCP4,bsA1/bsA,30.474,0,0,M1/M2,0,1,1,PS_fg
OG0011745,CLDN2,bsA1/bsA,0,1,1,M1/M2,1.883,0.39,1,no_PS
OG0011314,PTCD3,bsA1/bsA,0.926,0.336,0.595,M1/M2,19.716,0,0,PS_bg
OG0005447,,bsA1/bsA,10.867,0.001,0.003,M1/M2,2.363,0.307,0.872,PS_fg
OG0013539,HS2ST1,bsA1/bsA,73.759,0,0,M1/M2,0.417,0.812,1,PS_fg
OG0006279,SELE,bsA1/bsA,14.911,0,0,M1/M2,5.063,0.08,0.306,PS_fg
OG0007613,RNF125,bsA1/bsA,0,1,1,M1/M2,0.02,0.99,1,no_PS
OG0007879,SDHAF3,bsA1/bsA,5.216,0.022,0.05,M1/M2,7.329,0.026,0.12,no_PS
OG0006942,CXCL13,bsA1/bsA,35.138,0,0,M1/M2,0,1,1,PS_fg
OG0012410,PRIMA1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006534,RNF44,bsA1/bsA,0,0.998,1,M1/M2,5.565,0.062,0.251,no_PS
OG0009739,SHLD2,bsA1/bsA,31.218,0,0,M1/M2,1.543,0.462,1,PS_fg
OG0010816,TJAP1,bsA1/bsA,1.714,0.19,0.356,M1/M2,0.74,0.691,1,no_PS
OG0012695,NOVA2,bsA1/bsA,0,1,1,M1/M2,4.523,0.104,0.38,no_PS
OG0013740,,bsA1/bsA,5.844,0.016,0.036,M1/M2,3.039,0.219,0.681,no_PS
OG0007474,MVK,bsA1/bsA,9.758,0.002,0.005,M1/M2,0.38,0.827,1,PS_fg
OG0013126,RFWD3,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0014178,TMEM205,bsA1/bsA,0.071,0.79,1,M1/M2,46.386,0,0,PS_bg
OG0006338,SEC24C,bsA1/bsA,0,0.995,1,M1/M2,0.017,0.992,1,no_PS
OG0010577,CDH2,bsA1/bsA,,,,M1/M2,18.687,0,0.001,poor_fit
OG0010653,EIF3M,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009863,NDUFAF7,bsA1/bsA,0.366,0.545,0.93,M1/M2,0.286,0.867,1,no_PS
OG0005738,ADAMTS2,bsA1/bsA,0,1,1,M1/M2,7.696,0.021,0.103,no_PS
OG0005573,RSAD2,bsA1/bsA,0,0.997,1,M1/M2,0.368,0.832,1,no_PS
OG0013577,LAD1,bsA1/bsA,61.914,0,0,M1/M2,6.994,0.03,0.14,PS_fg
OG0011916,SLC16A14,bsA1/bsA,77.394,0,0,M1/M2,5.496,0.064,0.258,PS_fg
OG0011597,ZBTB10,bsA1/bsA,0.952,0.329,0.585,M1/M2,12.374,0.002,0.013,no_PS
OG0012077,PLA2G10,bsA1/bsA,0,1,1,M1/M2,1.87,0.393,1,no_PS
OG0011284,CCDC103,bsA1/bsA,2.727,0.099,0.196,M1/M2,1.142,0.565,1,no_PS
OG0007442,ZCCHC8,bsA1/bsA,38.749,0,0,M1/M2,3.635,0.162,0.537,PS_fg
OG0008931,DFFB,bsA1/bsA,3.015,0.083,0.167,M1/M2,6.74,0.034,0.155,no_PS
OG0010010,MTF1,bsA1/bsA,268.45,0,0,M1/M2,0.506,0.776,1,PS_fg
OG0012217,LAMC2,bsA1/bsA,60.003,0,0,M1/M2,0.537,0.765,1,PS_fg
OG0009310,MED18,bsA1/bsA,0,1,1,M1/M2,0.001,0.999,1,no_PS
OG0012584,PRKCD,bsA1/bsA,0,0.998,1,M1/M2,3.136,0.208,0.656,no_PS
OG0014296,SRPRA,bsA1/bsA,0,1,1,M1/M2,5.785,0.055,0.229,no_PS
OG0011272,WNT9B,bsA1/bsA,,,,M1/M2,9.71,0.008,0.043,poor_fit
OG0009623,MYO1C,bsA1/bsA,52.009,0,0,M1/M2,0.505,0.777,1,PS_fg
OG0006769,,bsA1/bsA,641.55,0,0,M1/M2,26.418,0,0,PS_fg_bg
OG0006310,CLPP,bsA1/bsA,118.176,0,0,M1/M2,20.7,0,0,PS_fg_bg
OG0011447,LMO4,bsA1/bsA,15.856,0,0,M1/M2,0.001,0.999,1,PS_fg
OG0012044,GNA12,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009368,CRELD2,bsA1/bsA,0,1,1,M1/M2,7.478,0.024,0.113,no_PS
OG0009806,MPP2,bsA1/bsA,18.528,0,0,M1/M2,0.37,0.831,1,PS_fg
OG0012827,CUNH11ORF65 C6H11ORF65,bsA1/bsA,,,,M1/M2,26.703,0,0,poor_fit
OG0012399,AKAP17A,bsA1/bsA,0,1,1,M1/M2,0.748,0.688,1,no_PS
OG0005749,CSF1R,bsA1/bsA,0,1,1,M1/M2,33.702,0,0,PS_bg
OG0012703,HIF3A,bsA1/bsA,8.668,0.003,0.008,M1/M2,0,1,1,PS_fg
OG0006732,EIF2S3,bsA1/bsA,0,0.999,1,M1/M2,1.677,0.432,1,no_PS
OG0006215,SLC25A28,bsA1/bsA,0,1,1,M1/M2,0.234,0.89,1,no_PS
OG0009405,LAMB2,bsA1/bsA,111.764,0,0,M1/M2,0,1,1,PS_fg
OG0007434,RHOF,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006356,SRP72,bsA1/bsA,0.001,0.977,1,M1/M2,0,1,1,no_PS
OG0009990,TMEM54,bsA1/bsA,0,1,1,M1/M2,1.274,0.529,1,no_PS
OG0013433,IL31RA,bsA1/bsA,46.823,0,0,M1/M2,104.434,0,0,PS_fg_bg
OG0011084,ARPC2,bsA1/bsA,0,1,1,M1/M2,0.641,0.726,1,no_PS
OG0009123,SLC35A2,bsA1/bsA,6.539,0.011,0.025,M1/M2,36.165,0,0,PS_bg
OG0010272,METTL26,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006943,CCNG2,bsA1/bsA,2.022,0.155,0.296,M1/M2,0,1,1,no_PS
OG0009896,C5,bsA1/bsA,149.215,0,0,M1/M2,0,1,1,PS_fg
OG0006961,ZNF518A,bsA1/bsA,0.397,0.529,0.904,M1/M2,1.712,0.425,1,no_PS
OG0005591,PMF1,bsA1/bsA,7.994,0.005,0.011,M1/M2,11.787,0.003,0.017,no_PS
OG0007483,CRYBB2,bsA1/bsA,0,1,1,M1/M2,66.957,0,0,PS_bg
OG0005956,,bsA1/bsA,196.503,0,0,M1/M2,19.327,0,0.001,PS_fg_bg
OG0006675,PRTFDC1,bsA1/bsA,30.382,0,0,M1/M2,0,1,1,PS_fg
OG0006429,,bsA1/bsA,0,1,1,M1/M2,6.613,0.037,0.164,no_PS
OG0013752,RBM47,bsA1/bsA,27.743,0,0,M1/M2,0,1,1,PS_fg
OG0009307,,bsA1/bsA,2.473,0.116,0.227,M1/M2,30.883,0,0,PS_bg
OG0009388,SLC1A2,bsA1/bsA,188.625,0,0,M1/M2,5.169,0.075,0.295,PS_fg
OG0012586,ATRIP,bsA1/bsA,7.549,0.006,0.014,M1/M2,0.368,0.832,1,no_PS
OG0010402,PCSK2,bsA1/bsA,0,0.999,1,M1/M2,0.012,0.994,1,no_PS
OG0007719,ERMARD,bsA1/bsA,,,,M1/M2,14.891,0.001,0.004,poor_fit
OG0009778,PNPO,bsA1/bsA,23.282,0,0,M1/M2,0,1,1,PS_fg
OG0011419,,bsA1/bsA,76.563,0,0,M1/M2,160.473,0,0,PS_fg_bg
OG0009967,PSAP,bsA1/bsA,0,0.999,1,M1/M2,6.258,0.044,0.188,no_PS
OG0010438,FAM20A,bsA1/bsA,0,0.999,1,M1/M2,0.804,0.669,1,no_PS
OG0013238,VGLL3,bsA1/bsA,33.639,0,0,M1/M2,0.778,0.678,1,PS_fg
OG0010512,RASD2,bsA1/bsA,0,1,1,M1/M2,0.001,0.999,1,no_PS
OG0011415,,bsA1/bsA,0,1,1,M1/M2,0.633,0.729,1,no_PS
OG0013564,CLRN2,bsA1/bsA,1.39,0.238,0.436,M1/M2,0.214,0.899,1,no_PS
OG0006358,SARAF,bsA1/bsA,0,1,1,M1/M2,2.88,0.237,0.721,no_PS
OG0010254,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012361,ARC,bsA1/bsA,0,1,1,M1/M2,6.355,0.042,0.181,no_PS
OG0014233,FAM171B,bsA1/bsA,3.521,0.061,0.126,M1/M2,0.047,0.977,1,no_PS
OG0007501,SLC44A1,bsA1/bsA,19.03,0,0,M1/M2,41.764,0,0,PS_fg_bg
OG0012295,SDHA,bsA1/bsA,0,0.99,1,M1/M2,0.492,0.782,1,no_PS
OG0009397,PCCB,bsA1/bsA,0.077,0.781,1,M1/M2,5.584,0.061,0.249,no_PS
OG0005328,TYR,bsA1/bsA,0,1,1,M1/M2,3.568,0.168,0.552,no_PS
OG0011214,RNF19A,bsA1/bsA,0,1,1,M1/M2,0.634,0.728,1,no_PS
OG0013318,NR1D2,bsA1/bsA,0,0.999,1,M1/M2,0.026,0.987,1,no_PS
OG0007173,PSPC1,bsA1/bsA,42.065,0,0,M1/M2,0,1,1,PS_fg
OG0009458,PROCR,bsA1/bsA,0,1,1,M1/M2,3.582,0.167,0.549,no_PS
OG0008079,POU5F1,bsA1/bsA,104.233,0,0,M1/M2,0,1,1,PS_fg
OG0009109,CACNB3,bsA1/bsA,94.697,0,0,M1/M2,8.827,0.012,0.064,PS_fg
OG0010648,DCDC1,bsA1/bsA,102.396,0,0,M1/M2,14.549,0.001,0.005,PS_fg_bg
OG0008070,WDR18,bsA1/bsA,204.731,0,0,M1/M2,0,1,1,PS_fg
OG0011026,GPR142,bsA1/bsA,15.113,0,0,M1/M2,0.097,0.952,1,PS_fg
OG0010468,RIC8B,bsA1/bsA,0,1,1,M1/M2,0.445,0.801,1,no_PS
OG0009824,HSPA9,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0014086,LMBRD2,bsA1/bsA,29.626,0,0,M1/M2,0.457,0.796,1,PS_fg
OG0008243,VPS35,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0007470,MYO1H,bsA1/bsA,0,0.998,1,M1/M2,0,1,1,no_PS
OG0009742,WAPL,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0006544,PRELID1,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0009387,FJX1,bsA1/bsA,1.989,0.158,0.301,M1/M2,0,1,1,no_PS
OG0011188,PLA2G12B,bsA1/bsA,111.102,0,0,M1/M2,0,1,1,PS_fg
OG0008130,LDLRAD1,bsA1/bsA,195.213,0,0,M1/M2,0,1,1,PS_fg
OG0011910,PLS1,bsA1/bsA,0,0.999,1,M1/M2,0,1,1,no_PS
OG0007103,TUBE1,bsA1/bsA,88.082,0,0,M1/M2,0,1,1,PS_fg
OG0012879,CDC37L1,bsA1/bsA,3.556,0.059,0.123,M1/M2,0.407,0.816,1,no_PS
OG0012058,MPG,bsA1/bsA,21.719,0,0,M1/M2,19.98,0,0,PS_fg_bg
OG0010414,CDHR3,bsA1/bsA,51.546,0,0,M1/M2,11.397,0.003,0.021,PS_fg
OG0010378,ZW10,bsA1/bsA,1.723,0.189,0.354,M1/M2,0,1,1,no_PS
OG0011720,IL2RG,bsA1/bsA,0,1,1,M1/M2,14.021,0.001,0.006,PS_bg
OG0013683,GRB2,bsA1/bsA,45.227,0,0,M1/M2,0.001,1,1,PS_fg
OG0005510,ELK3,bsA1/bsA,168.487,0,0,M1/M2,1.065,0.587,1,PS_fg
OG0007378,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007246,PPP2R3C,bsA1/bsA,0,1,1,M1/M2,1.314,0.518,1,no_PS
OG0009443,TMTC2,bsA1/bsA,1063.722,0,0,M1/M2,39.531,0,0,PS_fg_bg
OG0009586,ATF7,bsA1/bsA,0,1,1,M1/M2,0.003,0.999,1,no_PS
OG0011323,SPAG6,bsA1/bsA,73.463,0,0,M1/M2,0,1,1,PS_fg
OG0008326,LIN9,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0005965,TYROBP,bsA1/bsA,34.133,0,0,M1/M2,17.784,0,0.001,PS_fg_bg
OG0007283,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009524,RNF144B,bsA1/bsA,52.266,0,0,M1/M2,0.466,0.792,1,PS_fg
OG0012094,DLGAP3,bsA1/bsA,10.976,0.001,0.002,M1/M2,0,1,1,PS_fg
OG0007824,TEKT1,bsA1/bsA,2.187,0.139,0.268,M1/M2,0,1,1,no_PS
OG0006217,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010774,LARGE2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013249,PIGL,bsA1/bsA,13.822,0,0.001,M1/M2,0,1,1,PS_fg
OG0008295,PAK3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0005516,DIDO1,bsA1/bsA,475.679,0,0,M1/M2,0,1,1,PS_fg
OG0008069,FKBP8,bsA1/bsA,25.698,0,0,M1/M2,0,1,1,PS_fg
OG0009755,HSD17B7,bsA1/bsA,186.017,0,0,M1/M2,25.836,0,0,PS_fg_bg
OG0007245,PSMA6,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006880,ATF2,bsA1/bsA,13.136,0,0.001,M1/M2,0,1,1,PS_fg
OG0012618,WAS,bsA1/bsA,0,0.991,1,M1/M2,0,1,1,no_PS
OG0006674,EFCAB1,bsA1/bsA,149.135,0,0,M1/M2,3.645,0.162,0.535,PS_fg
OG0008236,PHKB,bsA1/bsA,469.656,0,0,M1/M2,18.686,0,0.001,PS_fg_bg
OG0006466,TIMM8A,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0005787,RPS15,bsA1/bsA,0,1,1,M1/M2,146.888,0,0,PS_bg
OG0012417,GPAA1,bsA1/bsA,4.39,0.036,0.078,M1/M2,0,1,1,no_PS
OG0007880,DLX5,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012600,GSTCD,bsA1/bsA,5.226,0.022,0.05,M1/M2,0,1,1,no_PS
OG0009215,TIMM17A,bsA1/bsA,26.096,0,0,M1/M2,0,1,1,PS_fg
OG0011946,UBE2L6,bsA1/bsA,181.741,0,0,M1/M2,42.046,0,0,PS_fg_bg
OG0007199,LRRC74A,bsA1/bsA,143.61,0,0,M1/M2,14.952,0.001,0.004,PS_fg_bg
OG0006054,LDHB,bsA1/bsA,4.706,0.03,0.066,M1/M2,0,1,1,no_PS
OG0005625,COLEC10,bsA1/bsA,0,1,1,M1/M2,0.59,0.745,1,no_PS
OG0013596,PPP2R5D,bsA1/bsA,106.905,0,0,M1/M2,3.039,0.219,0.681,PS_fg
OG0009255,ASAP1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008093,,bsA1/bsA,0,1,1,M1/M2,2.13,0.345,0.95,no_PS
OG0008322,EPHX1,bsA1/bsA,6.176,0.013,0.03,M1/M2,20.789,0,0,PS_bg
OG0010291,CLEC3B,bsA1/bsA,0,1,1,M1/M2,0.617,0.735,1,no_PS
OG0011377,CALHM1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007805,TRIM54,bsA1/bsA,8.471,0.004,0.009,M1/M2,0.535,0.765,1,PS_fg
OG0010194,WDPCP,bsA1/bsA,170.604,0,0,M1/M2,5.2,0.074,0.291,PS_fg
